A_re,-0.790228100843,-0.841568338039,-0.821213166376,-0.738022617134,-0.601770820244,-0.424142330980,-0.218635883564
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.790228100843,0.841568338039,0.821213166376,0.738022617134,0.601770820244,0.424142330980,0.218635883564
M,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.483343830467
