A_re,0.324023152680,0.377329346980,0.418773854349,0.450576639247,0.473893891260,0.489419662949,0.497629737174,0.498897034800,0.493552037813,0.481916551588,0.464323234002,0.441126901655,0.412710753404,0.379489261475,0.341908763075,0.300446395680,0.255607798112,0.207923869786,0.157946801972,0.106245546159,0.053400853615
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.324023152680,-0.377329346980,-0.418773854349,-0.450576639247,-0.473893891260,-0.489419662949,-0.497629737174,-0.498897034800,-0.493552037813,-0.481916551588,-0.464323234002,-0.441126901655,-0.412710753404,-0.379489261475,-0.341908763075,-0.300446395680,-0.255607798112,-0.207923869786,-0.157946801972,-0.106245546159,-0.053400853615
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.497365594812
