A_re,0.128256180779,0.151382549322,0.171089752459,0.188371729172,0.203772776004,0.217626104232,0.230151217130,0.241500463107,0.251783835769,0.261083277866,0.269461450592,0.276967376762,0.283640218472,0.289511890129,0.294608916467,0.298953785125,0.302565951333,0.305462597316,0.307659214966,0.309170058763,0.310008501748,0.310187317919,0.309718907988,0.308615480927,0.306889200609,0.304552304520,0.301617199930,0.298096541634,0.294003294500,0.289350783370,0.284152732339,0.278423295017,0.272177077105,0.265429152354,0.258195072765,0.250490873790,0.242333075114,0.233738677557,0.224725156505,0.215310452259,0.205512957622,0.195351502993,0.184845339223,0.174014118442,0.162877873053,0.151456993072,0.139772201955,0.127844531079,0.115695292984,0.103346053519,0.090818602997,0.078134926466,0.065317173203,0.052387625521,0.039368666989,0.026282750147,0.013152363803
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.128256180779,-0.151382549322,-0.171089752459,-0.188371729172,-0.203772776004,-0.217626104232,-0.230151217130,-0.241500463107,-0.251783835769,-0.261083277866,-0.269461450592,-0.276967376762,-0.283640218472,-0.289511890129,-0.294608916467,-0.298953785125,-0.302565951333,-0.305462597316,-0.307659214966,-0.309170058763,-0.310008501748,-0.310187317919,-0.309718907988,-0.308615480927,-0.306889200609,-0.304552304520,-0.301617199930,-0.298096541634,-0.294003294500,-0.289350783370,-0.284152732339,-0.278423295017,-0.272177077105,-0.265429152354,-0.258195072765,-0.250490873790,-0.242333075114,-0.233738677557,-0.224725156505,-0.215310452259,-0.205512957622,-0.195351502993,-0.184845339223,-0.174014118442,-0.162877873053,-0.151456993072,-0.139772201955,-0.127844531079,-0.115695292984,-0.103346053519,-0.090818602997,-0.078134926466,-0.065317173203,-0.052387625521,-0.039368666989,-0.026282750147,-0.013152363803
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499591215116
