A_re,0.460231626308,0.526980173621,0.571471262542,0.596636940057,0.604131887481,0.595185545920,0.570939227661,0.532596050493,0.481488448133,0.419103690420,0.347085361710,0.267219763995,0.181412256743,0.091656671761
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.460231626308,-0.526980173621,-0.571471262542,-0.596636940057,-0.604131887481,-0.595185545920,-0.570939227661,-0.532596050493,-0.481488448133,-0.419103690420,-0.347085361710,-0.267219763995,-0.181412256743,-0.091656671761
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.494621516078
