A_re,0.310862775791,0.362471505855,0.402989756233,0.434567743087,0.458326120794,0.474933195634,0.484839080283,0.488386687507,0.485870047832,0.477567131635,0.463759104343,0.444741782961,0.420832305155,0.392372685639,0.359731244000,0.323302512124,0.283506015713,0.240784198547,0.195599681727,0.148432002582,0.099773947566,0.050127573708
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.310862775791,-0.362471505855,-0.402989756233,-0.434567743087,-0.458326120794,-0.474933195634,-0.484839080283,-0.488386687507,-0.485870047832,-0.477567131635,-0.463759104343,-0.444741782961,-0.420832305155,-0.392372685639,-0.359731244000,-0.323302512124,-0.283506015713,-0.240784198547,-0.195599681727,-0.148432002582,-0.099773947566,-0.050127573708
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.497577473217
