A_re,0.298727295803,0.348718467756,0.388298780458,0.419552881987,0.443568802695,0.460992649359,0.472253769325,0.477671615450,0.477512040655,0.472019148418,0.461434168236,0.446006902163,0.426002636455,0.401706125663,0.373423591031,0.341483312164,0.306235184365,0.268049492053,0.227315074410,0.184437013010,0.139833941511,0.093935058146,0.047176908838
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.298727295803,-0.348718467756,-0.388298780458,-0.419552881987,-0.443568802695,-0.460992649359,-0.472253769325,-0.477671615450,-0.477512040655,-0.472019148418,-0.461434168236,-0.446006902163,-0.426002636455,-0.401706125663,-0.373423591031,-0.341483312164,-0.306235184365,-0.268049492053,-0.227315074410,-0.184437013010,-0.139833941511,-0.093935058146,-0.047176908838
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.497764739986
