A_re,0.287501738895,0.335953835352,0.374597785140,0.405456387311,0.429587376739,0.447617291053,0.459958295874,0.466911190989,0.468719777928,0.465601740071,0.457767079128,0.445429449240,0.428813175205,0.408157501244,0.383718974670,0.355772518421,0.324611546594,0.290547358907,0.253907977859,0.215036547178,0.174289381143,0.132033735406,0.088645357333,0.044505865242
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.287501738895,-0.335953835352,-0.374597785140,-0.405456387311,-0.429587376739,-0.447617291053,-0.459958295874,-0.466911190989,-0.468719777928,-0.465601740071,-0.457767079128,-0.445429449240,-0.428813175205,-0.408157501244,-0.383718974670,-0.355772518421,-0.324611546594,-0.290547358907,-0.253907977859,-0.215036547178,-0.174289381143,-0.132033735406,-0.088645357333,-0.044505865242
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.497931070163
