A_re,0.154138992509,0.181733118230,0.205090445345,0.225391477827,0.243278072586,0.259140034864,0.273232027108,0.285729420124,0.296758024417,0.306411224945,0.314760476936,0.321862053429,0.327761556638,0.332497033381,0.336101185310,0.338602972721,0.340028800486,0.340403408725,0.339750550182,0.338093510369,0.335455509642,0.331860015104,0.327330982537,0.321893043216,0.315571646698,0.308393167982,0.300384985466,0.291575534687,0.281994341760,0.271672039628,0.260640369611,0.248932170286,0.236581355369,0.223622881977,0.210092710440,0.196027756660,0.181465837865,0.166445612513,0.151006514997,0.135188685753,0.119032897288,0.102580476630,0.085873224632,0.068953332565,0.051863296372,0.034645828975,0.017343770960
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.154138992509,-0.181733118230,-0.205090445345,-0.225391477827,-0.243278072586,-0.259140034864,-0.273232027108,-0.285729420124,-0.296758024417,-0.306411224945,-0.314760476936,-0.321862053429,-0.327761556638,-0.332497033381,-0.336101185310,-0.338602972721,-0.340028800486,-0.340403408725,-0.339750550182,-0.338093510369,-0.335455509642,-0.331860015104,-0.327330982537,-0.321893043216,-0.315571646698,-0.308393167982,-0.300384985466,-0.291575534687,-0.281994341760,-0.271672039628,-0.260640369611,-0.248932170286,-0.236581355369,-0.223622881977,-0.210092710440,-0.196027756660,-0.181465837865,-0.166445612513,-0.151006514997,-0.135188685753,-0.119032897288,-0.102580476630,-0.085873224632,-0.068953332565,-0.051863296372,-0.034645828975,-0.017343770960
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499409110783
