A_re,0.353983855431,0.410920346816,0.454099520064,0.485896040284,0.507549696239,0.519822628740,0.523265101924,0.518340611655,0.505490622509,0.485169863398,0.457865751269,0.424108513321,0.384475454039,0.339591304485,0.290125815673,0.236789338498,0.180326896574,0.121511120647,0.061134330622
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.353983855431,-0.410920346816,-0.454099520064,-0.485896040284,-0.507549696239,-0.519822628740,-0.523265101924,-0.518340611655,-0.505490622509,-0.485169863398,-0.457865751269,-0.424108513321,-0.384475454039,-0.339591304485,-0.290125815673,-0.236789338498,-0.180326896574,-0.121511120647,-0.061134330622
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.496848831822
