A_re,0.605017680454,0.675227448791,0.706230004023,0.702195788028,0.666309280158,0.601847658190,0.512548842229,0.402707033533,0.277137881663,0.141071161285
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.605017680454,-0.675227448791,-0.706230004023,-0.702195788028,-0.666309280158,-0.601847658190,-0.512548842229,-0.402707033533,-0.277137881663,-0.141071161285
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.490538477825
