A_re,0.371134601488,0.429993080678,0.473916747154,0.505367250357,0.525635589768,0.535531130439,0.535659721591,0.526554049028,0.508740422983,0.482774428578,0.449259669211,0.408856504056,0.362284413965,0.310320055483,0.253792255504,0.193574764386,0.130577341553,0.065735606096
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.371134601488,-0.429993080678,-0.473916747154,-0.505367250357,-0.525635589768,-0.535531130439,-0.535659721591,-0.526554049028,-0.508740422983,-0.482774428578,-0.449259669211,-0.408856504056,-0.362284413965,-0.310320055483,-0.253792255504,-0.193574764386,-0.130577341553,-0.065735606096
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.496531303460
