A_re,0.047563113130,0.056258480417,0.063762470607,0.070452481220,0.076538301141,0.082150656293,0.087377406508,0.092280878685,0.096907117228,0.101291229676,0.105460670588,0.109437359279,0.113239100663,0.116880570428,0.120374017388,0.123729776286,0.126956650011,0.130062199673,0.133052968294,0.135934655778,0.138712257496,0.141390175350,0.143972307676,0.146462122727,0.148862719244,0.151176876783,0.153407097836,0.155555643316,0.157624562651,0.159615719434,0.161530813423,0.163371399491,0.165138904034,0.166834639235,0.168459815521,0.170015552482,0.171502888473,0.172922789091,0.174276154688,0.175563827037,0.176786595281,0.177945201236,0.179040344154,0.180072684990,0.181042850250,0.181951435456,0.182799008284,0.183586111405,0.184313265058,0.184980969401,0.185589706638,0.186139942971,0.186632130376,0.187066708232,0.187444104810,0.187764738644,0.188029019781,0.188237350942,0.188390128578,0.188487743854,0.188530583547,0.188519030881,0.188453466292,0.188334268142,0.188161813372,0.187936478107,0.187658638219,0.187328669847,0.186946949873,0.186513856366,0.186029768998,0.185495069416,0.184910141598,0.184275372176,0.183591150733,0.182857870083,0.182075926523,0.181245720067,0.180367654659,0.179442138377,0.178469583607,0.177450407209,0.176385030671,0.175273880241,0.174117387051,0.172915987230,0.171670122000,0.170380237765,0.169046786191,0.167670224267,0.166251014373,0.164789624318,0.163286527391,0.161742202385,0.160157133629,0.158531810999,0.156866729935,0.155162391439,0.153419302077,0.151637973968,0.149818924769,0.147962677658,0.146069761306,0.144140709845,0.142176062837,0.140176365231,0.138142167317,0.136074024682,0.133972498150,0.131838153730,0.129671562552,0.127473300804,0.125243949661,0.122984095217,0.120694328406,0.118375244923,0.116027445149,0.113651534058,0.111248121134,0.108817820283,0.106361249735,0.103879031951,0.101371793527,0.098840165090,0.096284781201,0.093706280242,0.091105304317,0.088482499140,0.085838513923,0.083174001263,0.080489617031,0.077786020251,0.075063872986,0.072323840213,0.069566589709,0.066792791921,0.064003119845,0.061198248903,0.058378856809,0.055545623448,0.052699230744,0.049840362529,0.046969704409,0.044087943638,0.041195768977,0.038293870566,0.035382939783,0.032463669111,0.029536752001,0.026602882733,0.023662756278,0.020717068159,0.017766514314,0.014811790950,0.011853594409,0.008892621023,0.005929566972,0.002965128146
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.047563113130,-0.056258480417,-0.063762470607,-0.070452481220,-0.076538301141,-0.082150656293,-0.087377406508,-0.092280878685,-0.096907117228,-0.101291229676,-0.105460670588,-0.109437359279,-0.113239100663,-0.116880570428,-0.120374017388,-0.123729776286,-0.126956650011,-0.130062199673,-0.133052968294,-0.135934655778,-0.138712257496,-0.141390175350,-0.143972307676,-0.146462122727,-0.148862719244,-0.151176876783,-0.153407097836,-0.155555643316,-0.157624562651,-0.159615719434,-0.161530813423,-0.163371399491,-0.165138904034,-0.166834639235,-0.168459815521,-0.170015552482,-0.171502888473,-0.172922789091,-0.174276154688,-0.175563827037,-0.176786595281,-0.177945201236,-0.179040344154,-0.180072684990,-0.181042850250,-0.181951435456,-0.182799008284,-0.183586111405,-0.184313265058,-0.184980969401,-0.185589706638,-0.186139942971,-0.186632130376,-0.187066708232,-0.187444104810,-0.187764738644,-0.188029019781,-0.188237350942,-0.188390128578,-0.188487743854,-0.188530583547,-0.188519030881,-0.188453466292,-0.188334268142,-0.188161813372,-0.187936478107,-0.187658638219,-0.187328669847,-0.186946949873,-0.186513856366,-0.186029768998,-0.185495069416,-0.184910141598,-0.184275372176,-0.183591150733,-0.182857870083,-0.182075926523,-0.181245720067,-0.180367654659,-0.179442138377,-0.178469583607,-0.177450407209,-0.176385030671,-0.175273880241,-0.174117387051,-0.172915987230,-0.171670122000,-0.170380237765,-0.169046786191,-0.167670224267,-0.166251014373,-0.164789624318,-0.163286527391,-0.161742202385,-0.160157133629,-0.158531810999,-0.156866729935,-0.155162391439,-0.153419302077,-0.151637973968,-0.149818924769,-0.147962677658,-0.146069761306,-0.144140709845,-0.142176062837,-0.140176365231,-0.138142167317,-0.136074024682,-0.133972498150,-0.131838153730,-0.129671562552,-0.127473300804,-0.125243949661,-0.122984095217,-0.120694328406,-0.118375244923,-0.116027445149,-0.113651534058,-0.111248121134,-0.108817820283,-0.106361249735,-0.103879031951,-0.101371793527,-0.098840165090,-0.096284781201,-0.093706280242,-0.091105304317,-0.088482499140,-0.085838513923,-0.083174001263,-0.080489617031,-0.077786020251,-0.075063872986,-0.072323840213,-0.069566589709,-0.066792791921,-0.064003119845,-0.061198248903,-0.058378856809,-0.055545623448,-0.052699230744,-0.049840362529,-0.046969704409,-0.044087943638,-0.041195768977,-0.038293870566,-0.035382939783,-0.032463669111,-0.029536752001,-0.026602882733,-0.023662756278,-0.020717068159,-0.017766514314,-0.014811790950,-0.011853594409,-0.008892621023,-0.005929566972,-0.002965128146
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499943867420
