A_re,0.059871641767,0.070803271163,0.080226216572,0.088614478698,0.096231163774,0.103239933035,0.109750555680,0.115840718535,0.121567663232,0.126974909643,0.132096385193,0.136959087128,0.141584868219,0.145991674563,0.150194427793,0.154205668986,0.158036038456,0.161694639766,0.165189320342,0.168526890881,0.171713299100,0.174753768902,0.177652913012,0.180414824989,0.183043155056,0.185541173065,0.187911821189,0.190157758287,0.192281397503,0.194284938313,0.196170393982,0.197939615209,0.199594310584,0.201136064356,0.202566351943,0.203886553501,0.205097965861,0.206201813041,0.207199255556,0.208091398660,0.208879299687,0.209563974595,0.210146403804,0.210627537440,0.211008300022,0.211289594691,0.211472307010,0.211557308389,0.211545459181,0.211437611482,0.211234611657,0.210937302636,0.210546525988,0.210063123803,0.209487940401,0.208821823873,0.208065627487,0.207220210960,0.206286441601,0.205265195356,0.204157357742,0.202963824697,0.201685503337,0.200323312640,0.198878184053,0.197351062035,0.195742904538,0.194054683423,0.192287384836,0.190442009520,0.188519573084,0.186521106238,0.184447654970,0.182300280700,0.180080060387,0.177788086609,0.175425467610,0.172993327310,0.170492805298,0.167925056787,0.165291252554,0.162592578845,0.159830237266,0.157005444650,0.154119432899,0.151173448813,0.148168753895,0.145106624143,0.141988349821,0.138815235217,0.135588598383,0.132309770862,0.128980097400,0.125600935649,0.122173655851,0.118699640510,0.115180284060,0.111616992515,0.108011183109,0.104364283930,0.100677733538,0.096952980581,0.093191483397,0.089394709609,0.085564135716,0.081701246667,0.077807535438,0.073884502597,0.069933655865,0.065956509664,0.061954584671,0.057929407359,0.053882509530,0.049815427850,0.045729703378,0.041626881088,0.037508509387,0.033376139635,0.029231325654,0.025075623239,0.020910589666,0.016737783194,0.012558762568,0.008375086519,0.004188313264
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.059871641767,-0.070803271163,-0.080226216572,-0.088614478698,-0.096231163774,-0.103239933035,-0.109750555680,-0.115840718535,-0.121567663232,-0.126974909643,-0.132096385193,-0.136959087128,-0.141584868219,-0.145991674563,-0.150194427793,-0.154205668986,-0.158036038456,-0.161694639766,-0.165189320342,-0.168526890881,-0.171713299100,-0.174753768902,-0.177652913012,-0.180414824989,-0.183043155056,-0.185541173065,-0.187911821189,-0.190157758287,-0.192281397503,-0.194284938313,-0.196170393982,-0.197939615209,-0.199594310584,-0.201136064356,-0.202566351943,-0.203886553501,-0.205097965861,-0.206201813041,-0.207199255556,-0.208091398660,-0.208879299687,-0.209563974595,-0.210146403804,-0.210627537440,-0.211008300022,-0.211289594691,-0.211472307010,-0.211557308389,-0.211545459181,-0.211437611482,-0.211234611657,-0.210937302636,-0.210546525988,-0.210063123803,-0.209487940401,-0.208821823873,-0.208065627487,-0.207220210960,-0.206286441601,-0.205265195356,-0.204157357742,-0.202963824697,-0.201685503337,-0.200323312640,-0.198878184053,-0.197351062035,-0.195742904538,-0.194054683423,-0.192287384836,-0.190442009520,-0.188519573084,-0.186521106238,-0.184447654970,-0.182300280700,-0.180080060387,-0.177788086609,-0.175425467610,-0.172993327310,-0.170492805298,-0.167925056787,-0.165291252554,-0.162592578845,-0.159830237266,-0.157005444650,-0.154119432899,-0.151173448813,-0.148168753895,-0.145106624143,-0.141988349821,-0.138815235217,-0.135588598383,-0.132309770862,-0.128980097400,-0.125600935649,-0.122173655851,-0.118699640510,-0.115180284060,-0.111616992515,-0.108011183109,-0.104364283930,-0.100677733538,-0.096952980581,-0.093191483397,-0.089394709609,-0.085564135716,-0.081701246667,-0.077807535438,-0.073884502597,-0.069933655865,-0.065956509664,-0.061954584671,-0.057929407359,-0.053882509530,-0.049815427850,-0.045729703378,-0.041626881088,-0.037508509387,-0.033376139635,-0.029231325654,-0.025075623239,-0.020910589666,-0.016737783194,-0.012558762568,-0.008375086519,-0.004188313264
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499911043319
