A_re,0.717273223899,0.779757903422,0.784885690589,0.738986841948,0.648292090685,0.520057408824,0.362773449650,0.185998303666
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.717273223899,-0.779757903422,-0.784885690589,-0.738986841948,-0.648292090685,-0.520057408824,-0.362773449650,-0.185998303666
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.486463197886
