A_re,0.560980444220,0.631559180455,0.668813975350,0.676422285272,0.656905270182,0.612647923196,0.546273626512,0.460776515822,0.359541314248,0.246301970461,0.125063396284
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.560980444220,-0.631559180455,-0.668813975350,-0.676422285272,-0.656905270182,-0.612647923196,-0.546273626512,-0.460776515822,-0.359541314248,-0.246301970461,-0.125063396284
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.491914300511
