A_re,0.410931408121,0.473771641903,0.518666592279,0.548280393083,0.564040439193,0.566899872498,0.557643448394,0.537028669009,0.505855497818,0.465000591179,0.415431854794,0.358211049849,0.294488586088,0.225492920821,0.152516109360,0.076896586546
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.410931408121,-0.473771641903,-0.518666592279,-0.548280393083,-0.564040439193,-0.566899872498,-0.557643448394,-0.537028669009,-0.505855497818,-0.465000591179,-0.415431854794,-0.358211049849,-0.294488586088,-0.225492920821,-0.152516109360,-0.076896586546
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.495732747206
