A_re,0.116515690516,0.137584244834,0.155584590480,0.171423943176,0.185600562165,0.198420504475,0.210086126823,0.220738408435,0.230479504685,0.239385759681,0.247515686633,0.254915105234,0.261620582119,0.267661811781,0.273063310516,0.277845650474,0.282026377218,0.285620704178,0.288642046447,0.291102436712,0.293012853203,0.294383480972,0.295223921942,0.295543365063,0.295350725043,0.294654756057,0.293464145299,0.291787590156,0.289633861959,0.287011858592,0.283930647840,0.280399502908,0.276427931329,0.272025698211,0.267202844612,0.261969701705,0.256336901270,0.250315382955,0.243916398708,0.237151514672,0.230032610850,0.222571878745,0.214781817205,0.206675226625,0.198265201677,0.189565122700,0.180588645868,0.171349692245,0.161862435822,0.152141290632,0.142200897011,0.132056107090,0.121721969573,0.111213713880,0.100546733701,0.089736570016,0.078798893653,0.067749487399,0.056604227750,0.045379066318,0.034090010947,0.022753106584,0.011384415942
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.116515690516,-0.137584244834,-0.155584590480,-0.171423943176,-0.185600562165,-0.198420504475,-0.210086126823,-0.220738408435,-0.230479504685,-0.239385759681,-0.247515686633,-0.254915105234,-0.261620582119,-0.267661811781,-0.273063310516,-0.277845650474,-0.282026377218,-0.285620704178,-0.288642046447,-0.291102436712,-0.293012853203,-0.294383480972,-0.295223921942,-0.295543365063,-0.295350725043,-0.294654756057,-0.293464145299,-0.291787590156,-0.289633861959,-0.287011858592,-0.283930647840,-0.280399502908,-0.276427931329,-0.272025698211,-0.267202844612,-0.261969701705,-0.256336901270,-0.250315382955,-0.243916398708,-0.237151514672,-0.230032610850,-0.222571878745,-0.214781817205,-0.206675226625,-0.198265201677,-0.189565122700,-0.180588645868,-0.171349692245,-0.161862435822,-0.152141290632,-0.142200897011,-0.132056107090,-0.121721969573,-0.111213713880,-0.100546733701,-0.089736570016,-0.078798893653,-0.067749487399,-0.056604227750,-0.045379066318,-0.034090010947,-0.022753106584,-0.011384415942
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499662734107
