A_re,0.258366353000,0.302643818202,0.338567497870,0.367993650120,0.391899544844,0.410863295068,0.425258965865,0.435349437818,0.441335594633,0.443384452998,0.441646173958,0.436264765680,0.427384987217,0.415156844841,0.399738492705,0.381298032404,0.360014524630,0.336078418328,0.309691536723,0.281066717892,0.250427180664,0.218005668917,0.184043415413,0.148788958225,0.112496837163,0.075426193667,0.037839294812
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000
B_im,-0.258366353000,-0.302643818202,-0.338567497870,-0.367993650120,-0.391899544844,-0.410863295068,-0.425258965865,-0.435349437818,-0.441335594633,-0.443384452998,-0.441646173958,-0.436264765680,-0.427384987217,-0.415156844841,-0.399738492705,-0.381298032404,-0.360014524630,-0.336078418328,-0.309691536723,-0.281066717892,-0.250427180664,-0.218005668917,-0.184043415413,-0.148788958225,-0.112496837163,-0.075426193667,-0.037839294812
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.498332056820
