A_re,0.145340413086,0.171427180097,0.193562357719,0.212863779085,0.229940765427,0.245164395527,0.258777780377,0.270948757928,0.281797951398,0.291414944286,0.299868191379,0.307211392735,0.313487757407,0.318732949894,0.322977182558,0.326246736125,0.328565086323,0.329953752486,0.330432945576,0.330022068589,0.328740106363,0.326605931161,0.323638543095,0.319857259440,0.315281863305,0.309932719564,0.303830864119,0.296998071154,0.289456902073,0.281230739000,0.272343805173,0.262821174095,0.252688768974,0.241973353702,0.230702516430,0.218904646610,0.206608906260,0.193845196091,0.180644117058,0.167036927821,0.153055498563,0.138732261534,0.124100158704,0.109192586821,0.094043340186,0.078686551431,0.063156630532,0.047488202344,0.031716042851,0.015875014383
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.145340413086,-0.171427180097,-0.193562357719,-0.212863779085,-0.229940765427,-0.245164395527,-0.258777780377,-0.270948757928,-0.281797951398,-0.291414944286,-0.299868191379,-0.307211392735,-0.313487757407,-0.318732949894,-0.322977182558,-0.326246736125,-0.328565086323,-0.329953752486,-0.330432945576,-0.330022068589,-0.328740106363,-0.326605931161,-0.323638543095,-0.319857259440,-0.315281863305,-0.309932719564,-0.303830864119,-0.296998071154,-0.289456902073,-0.281230739000,-0.272343805173,-0.262821174095,-0.252688768974,-0.241973353702,-0.230702516430,-0.218904646610,-0.206608906260,-0.193845196091,-0.180644117058,-0.167036927821,-0.153055498563,-0.138732261534,-0.124100158704,-0.109192586821,-0.094043340186,-0.078686551431,-0.063156630532,-0.047488202344,-0.031716042851,-0.015875014383
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499474793416
