A_re,0.434193992436,0.499027771538,0.543965387302,0.571793541109,0.584036592942,0.581761622555,0.565899613155,0.537391554140,0.497258146308,0.446631137137,0.386763067574,0.319023698315,0.244887617946,0.165915740240,0.083732490583
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.434193992436,-0.499027771538,-0.543965387302,-0.571793541109,-0.584036592942,-0.581761622555,-0.565899613155,-0.537391554140,-0.497258146308,-0.446631137137,-0.386763067574,-0.319023698315,-0.244887617946,-0.165915740240,-0.083732490583
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.495225425996
