A_re,0.183807382282,0.216386196711,0.243704307955,0.267147406873,0.287462088952,0.305097473876,0.320344445224,0.333402111904,0.344413154523,0.353484174232,0.360698140225,0.366122376634,0.369813887374,0.371823017557,0.372196034253,0.370976981175,0.368209030827,0.363935479477,0.358200482063,0.351049593486,0.342530162743,0.332691613074,0.321585632182,0.309266290365,0.295790099926,0.281216026118,0.265605457565,0.249022142459,0.231532095561,0.213203480149,0.194106468327,0.174313082606,0.153897021240,0.132933469507,0.111498898874,0.089670855786,0.067527741688,0.045148585754,0.022612811700
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.183807382282,-0.216386196711,-0.243704307955,-0.267147406873,-0.287462088952,-0.305097473876,-0.320344445224,-0.333402111904,-0.344413154523,-0.353484174232,-0.360698140225,-0.366122376634,-0.369813887374,-0.371823017557,-0.372196034253,-0.370976981175,-0.368209030827,-0.363935479477,-0.358200482063,-0.351049593486,-0.342530162743,-0.332691613074,-0.321585632182,-0.309266290365,-0.295790099926,-0.281216026118,-0.265605457565,-0.249022142459,-0.231532095561,-0.213203480149,-0.194106468327,-0.174313082606,-0.153897021240,-0.132933469507,-0.111498898874,-0.089670855786,-0.067527741688,-0.045148585754,-0.022612811700
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499158840942
