A_re,0.267400333692,0.312998936036,0.349809184364,0.379739953905,0.403793853774,0.422563809968,0.436434917136,0.445680462934,0.450512744007,0.451112077454,0.447644289819,0.440271658310,0.429159899549,0.414482645097,0.396424243741,0.375181402893,0.350963994258,0.323995237805,0.294511410081,0.262761180044,0.229004648012,0.193512145189,0.156562839063,0.118443181716,0.079445232348,0.039864881304
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.267400333692,-0.312998936036,-0.349809184364,-0.379739953905,-0.403793853774,-0.422563809968,-0.436434917136,-0.445680462934,-0.450512744007,-0.451112077454,-0.447644289819,-0.440271658310,-0.429159899549,-0.414482645097,-0.396424243741,-0.375181402893,-0.350963994258,-0.323995237805,-0.294511410081,-0.262761180044,-0.229004648012,-0.193512145189,-0.156562839063,-0.118443181716,-0.079445232348,-0.039864881304
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.498212448519
