A_re,0.151090173708,0.178163382953,0.201099513872,0.221057444730,0.238667833394,0.254314056031,0.268246817765,0.280638910602,0.291614365433,0.301265254538,0.309661985018,0.316859917144,0.322903790146,0.327830779352,0.331672665873,0.334457411860,0.336210326230,0.336954941160,0.336713679708,0.335508369598,0.333360641552,0.330292239568,0.326325262926,0.321482354508,0.315786846313,0.309262870373,0.301935441387,0.293830515929,0.284975032089,0.275396932540,0.265125173502,0.254189721544,0.242621539851,0.230452565293,0.217715677423,0.204444660337,0.190674158233,0.176439625361,0.161777270993,0.146723999958,0.131317349245,0.115595421114,0.099596813136,0.083360545535,0.066925986193,0.050332773643,0.033620738387,0.016829822808
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.151090173708,-0.178163382953,-0.201099513872,-0.221057444730,-0.238667833394,-0.254314056031,-0.268246817765,-0.280638910602,-0.291614365433,-0.301265254538,-0.309661985018,-0.316859917144,-0.322903790146,-0.327830779352,-0.331672665873,-0.334457411860,-0.336210326230,-0.336954941160,-0.336713679708,-0.335508369598,-0.333360641552,-0.330292239568,-0.326325262926,-0.321482354508,-0.315786846313,-0.309262870373,-0.301935441387,-0.293830515929,-0.284975032089,-0.275396932540,-0.265125173502,-0.254189721544,-0.242621539851,-0.230452565293,-0.217715677423,-0.204444660337,-0.190674158233,-0.176439625361,-0.161777270993,-0.146723999958,-0.131317349245,-0.115595421114,-0.099596813136,-0.083360545535,-0.066925986193,-0.050332773643,-0.033620738387,-0.016829822808
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499432311893
