A_re,0.390024677353,0.450859388831,0.495380166099,0.526144238489,0.544503626589,0.551329100156,0.547301658029,0.533048285468,0.509210507612,0.476479823640,0.435614990863,0.387448438469,0.332885669507,0.272899865103,0.208523065049,0.140834848553,0.070949187622
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.390024677353,-0.450859388831,-0.495380166099,-0.526144238489,-0.544503626589,-0.551329100156,-0.547301658029,-0.533048285468,-0.509210507612,-0.476479823640,-0.435614990863,-0.387448438469,-0.332885669507,-0.272899865103,-0.208523065049,-0.140834848553,-0.070949187622
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.496163086116
