A_re,0.294366374979,0.348027448250,0.394215684402,0.435255096730,0.472433370320,0.506549755472,0.538138968505,0.567578367523,0.595145125833,0.621049255624,0.645453884436,0.668488324059,0.690256833733,0.710844692646,0.730322526468,0.748749464198,0.766175489555,0.782643224335,0.798189302677,0.812845445195,0.826639309230,0.839595169614,0.851734469380,0.863076269463,0.873637619068,0.883433863092,0.892478899137,0.900785393797,0.908364965785,0.915228341842,0.921385490168,0.926845735157,0.931617856485,0.935710175037,0.939130627682,0.941886832579,0.943986146380,0.945435714470,0.946242515211,0.946413398976,0.945955122671,0.944874380291,0.943177830016,0.940872118266,0.937963901043,0.934459862908,0.930366733816,0.925691304071,0.920440437579,0.914621083582,0.908240287019,0.901305197656,0.893823078086,0.885801310720,0.877247403848,0.868168996852,0.858573864647,0.848469921411,0.837865223657,0.826767972713,0.815186516631,0.803129351594,0.790605122832,0.777622625104,0.764190802758,0.750318749410,0.736015707255,0.721291066049,0.706154361765,0.690615274956,0.674683628837,0.658369387105,0.641682651507,0.624633659181,0.607232779768,0.589490512324,0.571417482027,0.553024436705,0.534322243182,0.515321883465,0.496034450764,0.476471145374,0.456643270404,0.436562227388,0.416239511758,0.395686708203,0.374915485920,0.353937593753,0.332764855240,0.311409163564,0.289882476416,0.268196810782,0.246364237648,0.224396876637,0.202306890588,0.180106480062,0.157807877805,0.135423343154,0.112965156403,0.090445613122,0.067877018444,0.045271681322,0.022641908757
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.294366374979,-0.348027448250,-0.394215684402,-0.435255096730,-0.472433370320,-0.506549755472,-0.538138968505,-0.567578367523,-0.595145125833,-0.621049255624,-0.645453884436,-0.668488324059,-0.690256833733,-0.710844692646,-0.730322526468,-0.748749464198,-0.766175489555,-0.782643224335,-0.798189302677,-0.812845445195,-0.826639309230,-0.839595169614,-0.851734469380,-0.863076269463,-0.873637619068,-0.883433863092,-0.892478899137,-0.900785393797,-0.908364965785,-0.915228341842,-0.921385490168,-0.926845735157,-0.931617856485,-0.935710175037,-0.939130627682,-0.941886832579,-0.943986146380,-0.945435714470,-0.946242515211,-0.946413398976,-0.945955122671,-0.944874380291,-0.943177830016,-0.940872118266,-0.937963901043,-0.934459862908,-0.930366733816,-0.925691304071,-0.920440437579,-0.914621083582,-0.908240287019,-0.901305197656,-0.893823078086,-0.885801310720,-0.877247403848,-0.868168996852,-0.858573864647,-0.848469921411,-0.837865223657,-0.826767972713,-0.815186516631,-0.803129351594,-0.790605122832,-0.777622625104,-0.764190802758,-0.750318749410,-0.736015707255,-0.721291066049,-0.706154361765,-0.690615274956,-0.674683628837,-0.658369387105,-0.641682651507,-0.624633659181,-0.607232779768,-0.589490512324,-0.571417482027,-0.553024436705,-0.534322243182,-0.515321883465,-0.496034450764,-0.476471145374,-0.456643270404,-0.436562227388,-0.416239511758,-0.395686708203,-0.374915485920,-0.353937593753,-0.332764855240,-0.311409163564,-0.289882476416,-0.268196810782,-0.246364237648,-0.224396876637,-0.202306890588,-0.180106480062,-0.157807877805,-0.135423343154,-0.112965156403,-0.090445613122,-0.067877018444,-0.045271681322,-0.022641908757
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
# constraint,norm
# norm_sq,104.000000000000
# dEdt,4.897075172058
# lambda_max,4.895802539415
