A_re,0.927980368686,0.959555734435,0.894119186005,0.746330495008,0.533704488642,0.277139712220
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.927980368686,-0.959555734435,-0.894119186005,-0.746330495008,-0.533704488642,-0.277139712220
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,norm
# norm_sq,7.000000000000
# dEdt,0.329610828889
# lambda_max,0.315757438200
