A_re,0.258293499814,0.305476738355,0.346166078781,0.382408153213,0.415339623266,0.445668003327,0.473868199538,0.500276613984,0.525141360472,0.548651279241,0.570953758417,0.592166225032,0.612383853319,0.631684908481,0.650134555692,0.667787640567,0.684690761171,0.700883840223,0.716401337230,0.731273196370,0.745525597193,0.759181556000,0.772261412615,0.784783228114,0.796763112610,0.808215497533,0.819153363444,0.829588431938,0.839531328296,0.848991720135,0.857978436246,0.866499568949,0.874562562671,0.882174290926,0.889341123509,0.896068985347,0.902363408255,0.908229576584,0.913672367627,0.918696387480,0.923306002967,0.927505370127,0.931298459705,0.934689080011,0.937680897462,0.940277455078,0.942482189176,0.944298444449,0.945729487625,0.946778519842,0.947448687889,0.947743094416,0.947664807229,0.947216867752,0.946402298744,0.945224111332,0.943685311432,0.941788905613,0.939537906443,0.936935337380,0.933984237230,0.930687664220,0.927048699712,0.923070451583,0.918756057312,0.914108686775,0.909131544792,0.903827873427,0.898200954071,0.892254109313,0.885990704624,0.879414149859,0.872527900590,0.865335459291,0.857840376364,0.850046251039,0.841956732135,0.833575518716,0.824906360609,0.815953058840,0.806719465950,0.797209486222,0.787427075820,0.777376242839,0.767061047273,0.756485600906,0.745654067134,0.734570660712,0.723239647436,0.711665343765,0.699852116378,0.687804381680,0.675526605244,0.663023301211,0.650299031634,0.637358405773,0.624206079350,0.610846753755,0.597285175216,0.583526133919,0.569574463102,0.555435038102,0.541112775375,0.526612631475,0.511939602005,0.497098720537,0.482095057500,0.466933719044,0.451619845871,0.436158612043,0.420555223769,0.404814918157,0.388942961960,0.372944650284,0.356825305283,0.340590274838,0.324244931207,0.307794669667,0.291244907132,0.274601080762,0.257868646547,0.241053077888,0.224159864154,0.207194509234,0.190162530072,0.173069455195,0.155920823226,0.138722181390,0.121479084014,0.104197091011,0.086881766364,0.069538676600,0.052173389258,0.034791471348,0.017398487818
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.258293499814,-0.305476738355,-0.346166078781,-0.382408153213,-0.415339623266,-0.445668003327,-0.473868199538,-0.500276613984,-0.525141360472,-0.548651279241,-0.570953758417,-0.592166225032,-0.612383853319,-0.631684908481,-0.650134555692,-0.667787640567,-0.684690761171,-0.700883840223,-0.716401337230,-0.731273196370,-0.745525597193,-0.759181556000,-0.772261412615,-0.784783228114,-0.796763112610,-0.808215497533,-0.819153363444,-0.829588431938,-0.839531328296,-0.848991720135,-0.857978436246,-0.866499568949,-0.874562562671,-0.882174290926,-0.889341123509,-0.896068985347,-0.902363408255,-0.908229576584,-0.913672367627,-0.918696387480,-0.923306002967,-0.927505370127,-0.931298459705,-0.934689080011,-0.937680897462,-0.940277455078,-0.942482189176,-0.944298444449,-0.945729487625,-0.946778519842,-0.947448687889,-0.947743094416,-0.947664807228,-0.947216867752,-0.946402298744,-0.945224111332,-0.943685311432,-0.941788905613,-0.939537906443,-0.936935337380,-0.933984237230,-0.930687664220,-0.927048699712,-0.923070451583,-0.918756057312,-0.914108686775,-0.909131544792,-0.903827873427,-0.898200954071,-0.892254109313,-0.885990704624,-0.879414149859,-0.872527900590,-0.865335459291,-0.857840376364,-0.850046251039,-0.841956732135,-0.833575518716,-0.824906360609,-0.815953058840,-0.806719465950,-0.797209486222,-0.787427075820,-0.777376242839,-0.767061047273,-0.756485600906,-0.745654067134,-0.734570660712,-0.723239647436,-0.711665343765,-0.699852116378,-0.687804381680,-0.675526605244,-0.663023301211,-0.650299031634,-0.637358405773,-0.624206079350,-0.610846753755,-0.597285175216,-0.583526133919,-0.569574463102,-0.555435038102,-0.541112775375,-0.526612631475,-0.511939602005,-0.497098720537,-0.482095057500,-0.466933719044,-0.451619845871,-0.436158612043,-0.420555223769,-0.404814918157,-0.388942961960,-0.372944650284,-0.356825305283,-0.340590274838,-0.324244931207,-0.307794669667,-0.291244907132,-0.274601080762,-0.257868646547,-0.241053077888,-0.224159864154,-0.207194509234,-0.190162530072,-0.173069455195,-0.155920823226,-0.138722181390,-0.121479084014,-0.104197091011,-0.086881766364,-0.069538676600,-0.052173389258,-0.034791471348,-0.017398487818
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
# constraint,norm
# norm_sq,136.000000000000
# dEdt,6.403867532692
# lambda_max,6.402887923136
