A_re,0.536924682083,0.629351601106,0.704676837037,0.766780867605,0.817711473817,0.858680959715,0.890471764389,0.913629597564,0.928565812895,0.935616032301,0.935075685592,0.927222467504,0.912330931606,0.890682115281,0.862569883549,0.828305019306,0.788217709621,0.742658853143,0.692000475713,0.636635454229,0.576976692462,0.513455855349,0.446521743267,0.376638370672,0.304282801652,0.229942786550,0.154114237911,0.077298579626
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.536924682083,-0.629351601106,-0.704676837037,-0.766780867605,-0.817711473817,-0.858680959715,-0.890471764389,-0.913629597564,-0.928565812895,-0.935616032301,-0.935075685592,-0.927222467504,-0.912330931606,-0.890682115281,-0.862569883549,-0.828305019306,-0.788217709621,-0.742658853143,-0.692000475713,-0.636635454229,-0.576976692462,-0.513455855349,-0.446521743267,-0.376638370672,-0.304282801652,-0.229942786550,-0.154114237911,-0.077298579626
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
# constraint,norm
# norm_sq,29.000000000000
# dEdt,1.365530576824
# lambda_max,1.361270220048
