A_re,0.291655718338,0.344832577288,0.390611805270,0.431296762118,0.468163956482,0.502005901048,0.533352959128,0.562579539692,0.589960749127,0.615705114570,0.639974676584,0.662897940036,0.684578558451,0.705101352087,0.724536595862,0.742943148133,0.760370781281,0.776861949355,0.792453150286,0.807175990640,0.821058028491,0.834123448306,0.846393606931,0.857887479458,0.868622026466,0.878612498867,0.887872692795,0.896415164128,0.904251410136,0.911392024173,0.917846828076,0.923624986045,0.928735103020,0.933185310013,0.936983338401,0.940136584835,0.942652168124,0.944536979233,0.945797725331,0.946440968708,0.946473161196,0.945900674699,0.944729828290,0.942966912292,0.940618209704,0.937690015270,0.934188652452,0.930120488535,0.925491948067,0.920309524795,0.914579792256,0.908309413152,0.901505147623,0.894173860521,0.886322527775,0.877958241930,0.869088216919,0.859719792156,0.849860435972,0.839517748474,0.828699463859,0.817413452223,0.805667720907,0.793470415407,0.780829819888,0.767754357313,0.754252589227,0.740333215216,0.726005072051,0.711277132551,0.696158504170,0.680658427329,0.664786273515,0.648551543143,0.631963863215,0.615032984769,0.597768780143,0.580181240055,0.562280470515,0.544076689578,0.525580223934,0.506801505370,0.487751067077,0.468439539845,0.448877648121,0.429076205958,0.409046112856,0.388798349497,0.368343973381,0.347694114374,0.326859970168,0.305852801656,0.284683928242,0.263364723066,0.241906608171,0.220321049609,0.198619552488,0.176813655961,0.154914928181,0.132934961194,0.110885365809,0.088777766421,0.066623795803,0.044435089881,0.022223282470
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.291655718338,-0.344832577289,-0.390611805270,-0.431296762118,-0.468163956482,-0.502005901048,-0.533352959128,-0.562579539692,-0.589960749127,-0.615705114570,-0.639974676584,-0.662897940036,-0.684578558451,-0.705101352087,-0.724536595862,-0.742943148133,-0.760370781281,-0.776861949355,-0.792453150286,-0.807175990640,-0.821058028491,-0.834123448306,-0.846393606931,-0.857887479458,-0.868622026466,-0.878612498867,-0.887872692795,-0.896415164128,-0.904251410136,-0.911392024173,-0.917846828076,-0.923624986045,-0.928735103020,-0.933185310013,-0.936983338401,-0.940136584835,-0.942652168124,-0.944536979233,-0.945797725331,-0.946440968708,-0.946473161196,-0.945900674699,-0.944729828290,-0.942966912292,-0.940618209704,-0.937690015270,-0.934188652452,-0.930120488535,-0.925491948067,-0.920309524795,-0.914579792256,-0.908309413152,-0.901505147623,-0.894173860521,-0.886322527775,-0.877958241930,-0.869088216919,-0.859719792156,-0.849860435972,-0.839517748474,-0.828699463859,-0.817413452223,-0.805667720907,-0.793470415407,-0.780829819888,-0.767754357313,-0.754252589227,-0.740333215216,-0.726005072051,-0.711277132551,-0.696158504170,-0.680658427329,-0.664786273515,-0.648551543143,-0.631963863215,-0.615032984769,-0.597768780143,-0.580181240055,-0.562280470515,-0.544076689578,-0.525580223934,-0.506801505370,-0.487751067077,-0.468439539845,-0.448877648121,-0.429076205958,-0.409046112856,-0.388798349497,-0.368343973381,-0.347694114374,-0.326859970168,-0.305852801656,-0.284683928242,-0.263364723066,-0.241906608171,-0.220321049609,-0.198619552488,-0.176813655961,-0.154914928181,-0.132934961194,-0.110885365809,-0.088777766421,-0.066623795803,-0.044435089881,-0.022223282470
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
# constraint,norm
# norm_sq,106.000000000000
# dEdt,4.991249694598
# lambda_max,4.990000417917
