A_re,-0.994682982434,-1.028527964542,-0.958387880388,-0.799976236250,-0.572066813495,-0.297060331019
A_im,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,0.994682982434,1.028527964542,0.958387880388,0.799976236250,0.572066813495,0.297060331019
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.957970462513
