A_re,0.400487015369,0.464903302017,0.513754959953,0.549728616058,0.574226931199,0.588112169274,0.592006883086,0.586435458345,0.571897355204,0.548907040698,0.518015964152,0.479824009166,0.434984321201,0.384203702773,0.328239890655,0.267896555144,0.204016594236,0.137474139838,0.069165599593
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.400487015369,-0.464903302017,-0.513754959953,-0.549728616058,-0.574226931199,-0.588112169274,-0.592006883086,-0.586435458345,-0.571897355204,-0.548907040698,-0.518015964152,-0.479824009166,-0.434984321201,-0.384203702773,-0.328239890655,-0.267896555144,-0.204016594236,-0.137474139838,-0.069165599593
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.993697663643
