A_re,-0.684499367339,-0.763932652613,-0.799008039875,-0.794443845497,-0.753842896588,-0.680912896556,-0.579882819247,-0.455610998788,-0.313545720716,-0.159603799640
A_im,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,0.684499367339,0.763932652613,0.799008039875,0.794443845497,0.753842896588,0.680912896556,0.579882819247,0.455610998788,0.313545720716,0.159603799640
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.981076955650
