A_re,-0.894041038064,-0.952125885855,-0.929096637991,-0.834977275591,-0.680825964343,-0.479862269479,-0.247358265406
A_im,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,0.894041038064,0.952125885855,0.929096637991,0.834977275591,0.680825964343,0.479862269479,0.247358265406
M,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.966687660934
