A_re,0.101000587240,0.119363627419,0.135131279219,0.149097294662,0.161700183009,0.173211165834,0.183810963753,0.193626540105,0.202750694830,0.211253377530,0.219188630734,0.226599063126,0.233518847642,0.239975798049,0.245992847757,0.251589128286,0.256780772161,0.261581521509,0.266003196773,0.270056062814,0.273749118505,0.277090328384,0.280086809873,0.282744985966,0.285070710796,0.287069373679,0.288745985901,0.290105253567,0.291151639069,0.291889413221,0.292322699661,0.292455512808,0.292291790421,0.291835421597,0.291090270891,0.290060199143,0.288749081453,0.287160822720,0.285299371050,0.283168729313,0.280772965081,0.278116219144,0.275202712755,0.272036753771,0.268622741785,0.264965172376,0.261068640557,0.256937843497,0.252577582597,0.247992764972,0.243188404391,0.238169621730,0.232941644967,0.227509808773,0.221879553715,0.216056425103,0.210046071524,0.203854243065,0.197486789259,0.190949656771,0.184248886842,0.177390612509,0.170381055612,0.163226523607,0.155933406195,0.148508171782,0.140957363776,0.133287596737,0.125505552393,0.117617975519,0.109631669702,0.101553492992,0.093390353455,0.085149204621,0.076837040857,0.068460892649,0.060027821822,0.051544916686,0.043019287122,0.034458059626,0.025868372294,0.017257369774,0.008632198185
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.101000587240,-0.119363627419,-0.135131279219,-0.149097294662,-0.161700183009,-0.173211165834,-0.183810963753,-0.193626540105,-0.202750694830,-0.211253377530,-0.219188630734,-0.226599063126,-0.233518847642,-0.239975798049,-0.245992847757,-0.251589128286,-0.256780772161,-0.261581521509,-0.266003196773,-0.270056062814,-0.273749118505,-0.277090328384,-0.280086809873,-0.282744985966,-0.285070710796,-0.287069373679,-0.288745985901,-0.290105253567,-0.291151639069,-0.291889413221,-0.292322699661,-0.292455512808,-0.292291790421,-0.291835421597,-0.291090270891,-0.290060199143,-0.288749081453,-0.287160822720,-0.285299371050,-0.283168729313,-0.280772965081,-0.278116219144,-0.275202712755,-0.272036753771,-0.268622741785,-0.264965172376,-0.261068640557,-0.256937843497,-0.252577582597,-0.247992764972,-0.243188404391,-0.238169621730,-0.232941644967,-0.227509808773,-0.221879553715,-0.216056425103,-0.210046071524,-0.203854243065,-0.197486789259,-0.190949656771,-0.184248886842,-0.177390612509,-0.170381055612,-0.163226523607,-0.155933406195,-0.148508171782,-0.140957363776,-0.133287596737,-0.125505552393,-0.117617975519,-0.109631669702,-0.101553492992,-0.093390353455,-0.085149204621,-0.076837040857,-0.068460892649,-0.060027821822,-0.051544916686,-0.043019287122,-0.034458059626,-0.025868372294,-0.017257369774,-0.008632198185
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.999604260826
