A_re,0.177979694805,0.209810657508,0.236729598489,0.260097462044,0.280653521740,0.298846288794,0.314968485737,0.329221521909,0.341749812543,0.352660555498,0.362035843966,0.369940452288,0.376427040439,0.381539747030,0.385316737245,0.387792050537,0.388996965629,0.388961024354,0.387712808864,0.385280536916,0.381692520420,0.376977519432,0.371165014895,0.364285417293,0.356370224003,0.347452135064,0.337565134780,0.326744544931,0.315027054135,0.302450726969,0.289054995747,0.274880637327,0.259969736903,0.244365640403,0.228112896872,0.211257192027,0.193845273999,0.175924872160,0.157544609835,0.138753911618,0.119602905940,0.100142323488,0.080423392038,0.060497728219,0.040417226686,0.020233947196
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.177979694805,-0.209810657508,-0.236729598489,-0.260097462044,-0.280653521740,-0.298846288794,-0.314968485737,-0.329221521909,-0.341749812543,-0.352660555498,-0.362035843966,-0.369940452288,-0.376427040439,-0.381539747030,-0.385316737245,-0.387792050537,-0.388996965629,-0.388961024354,-0.387712808864,-0.385280536916,-0.381692520420,-0.376977519432,-0.371165014895,-0.364285417293,-0.356370224003,-0.347452135064,-0.337565134780,-0.326744544931,-0.315027054135,-0.302450726969,-0.289054995747,-0.274880637327,-0.259969736903,-0.244365640403,-0.228112896872,-0.211257192027,-0.193845273999,-0.175924872160,-0.157544609835,-0.138753911618,-0.119602905940,-0.100142323488,-0.080423392038,-0.060497728219,-0.040417226686,-0.020233947196
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.998768914013
