A_re,0.308029922021,0.361268491636,0.404830648031,0.440954778824,0.470824849099,0.495142534133,0.514359993708,0.528790749643,0.538668491940,0.544180789813,0.545489567299,0.542744085096,0.536089425325,0.525672140971,0.511644038946,0.494164686384,0.473403012563,0.449538249596,0.422760375664,0.393270174339,0.361278991027,0.327008246087,0.290688749643,0.252559853211,0.212868466337,0.171867961595,0.129816987796,0.086978208780,0.043616983281
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000
B_im,-0.308029922021,-0.361268491636,-0.404830648031,-0.440954778824,-0.470824849099,-0.495142534133,-0.514359993708,-0.528790749643,-0.538668491940,-0.544180789813,-0.545489567299,-0.542744085096,-0.536089425325,-0.525672140971,-0.511644038946,-0.494164686384,-0.473403012563,-0.449538249596,-0.422760375664,-0.393270174339,-0.361278991027,-0.327008246087,-0.290688749643,-0.252559853211,-0.212868466337,-0.171867961595,-0.129816987796,-0.086978208780,-0.043616983281
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.997075696199
