A_re,0.073329003403,0.086721167240,0.098267751545,0.108549558463,0.117889070880,0.126486954927,0.134477854587,0.141957105712,0.148994990633,0.155644974160,0.161948762110,0.167939562814,0.173644274879,0.179085003769,0.184280142756,0.189245161952,0.193993196256,0.198535491457,0.202881748145,0.207040390642,0.211018779963,0.214823384418,0.218459917686,0.221933451629,0.225248509256,0.228409141944,0.231418994042,0.234281357286,0.236999216914,0.239575290977,0.242012064026,0.244311816123,0.246476647946,0.248508502600,0.250409184656,0.252180376820,0.253823654590,0.255340499180,0.256732308956,0.258000409582,0.259146063051,0.260170475735,0.261074805591,0.261860168612,0.262527644629,0.263078282521,0.263513104920,0.263833112459,0.264039287603,0.264132598135,0.264114000299,0.263984441660,0.263744863705,0.263396204200,0.262939399335,0.262375385682,0.261705101964,0.260929490679,0.260049499567,0.259066082948,0.257980202939,0.256792830555,0.255504946713,0.254117543135,0.252631623169,0.251048202525,0.249368309942,0.247592987775,0.245723292533,0.243760295343,0.241705082365,0.239558755155,0.237322430977,0.234997243072,0.232584340880,0.230084890228,0.227500073473,0.224831089618,0.222079154387,0.219245500270,0.216331376542,0.213338049252,0.210266801181,0.207118931780,0.203895757081,0.200598609589,0.197228838146,0.193787807780,0.190276899530,0.186697510256,0.183051052429,0.179338953903,0.175562657676,0.171723621627,0.167823318243,0.163863234336,0.159844870736,0.155769741983,0.151639375993,0.147455313728,0.143219108839,0.138932327310,0.134596547085,0.130213357687,0.125784359830,0.121311165014,0.116795395125,0.112238682010,0.107642667060,0.103009000773,0.098339342317,0.093635359085,0.088898726240,0.084131126262,0.079334248477,0.074509788592,0.069659448218,0.064784934393,0.059887959091,0.054970238744,0.050033493737,0.045079447922,0.040109828111,0.035126363576,0.030130785545,0.025124826686,0.020110220605,0.015088701325,0.010062002774,0.005031858271
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.073329003403,-0.086721167240,-0.098267751545,-0.108549558463,-0.117889070880,-0.126486954927,-0.134477854587,-0.141957105712,-0.148994990633,-0.155644974160,-0.161948762110,-0.167939562814,-0.173644274879,-0.179085003769,-0.184280142756,-0.189245161952,-0.193993196256,-0.198535491457,-0.202881748145,-0.207040390642,-0.211018779964,-0.214823384418,-0.218459917686,-0.221933451629,-0.225248509256,-0.228409141944,-0.231418994042,-0.234281357286,-0.236999216914,-0.239575290977,-0.242012064026,-0.244311816123,-0.246476647946,-0.248508502600,-0.250409184656,-0.252180376820,-0.253823654590,-0.255340499180,-0.256732308956,-0.258000409582,-0.259146063051,-0.260170475735,-0.261074805591,-0.261860168612,-0.262527644629,-0.263078282521,-0.263513104920,-0.263833112459,-0.264039287603,-0.264132598135,-0.264114000299,-0.263984441660,-0.263744863705,-0.263396204200,-0.262939399335,-0.262375385682,-0.261705101964,-0.260929490679,-0.260049499567,-0.259066082948,-0.257980202939,-0.256792830555,-0.255504946713,-0.254117543135,-0.252631623169,-0.251048202525,-0.249368309942,-0.247592987775,-0.245723292533,-0.243760295343,-0.241705082365,-0.239558755155,-0.237322430977,-0.234997243072,-0.232584340880,-0.230084890228,-0.227500073473,-0.224831089618,-0.222079154387,-0.219245500270,-0.216331376542,-0.213338049252,-0.210266801181,-0.207118931780,-0.203895757081,-0.200598609589,-0.197228838146,-0.193787807780,-0.190276899530,-0.186697510256,-0.183051052429,-0.179338953903,-0.175562657676,-0.171723621627,-0.167823318243,-0.163863234336,-0.159844870736,-0.155769741983,-0.151639375993,-0.147455313728,-0.143219108839,-0.138932327310,-0.134596547085,-0.130213357687,-0.125784359830,-0.121311165014,-0.116795395125,-0.112238682010,-0.107642667060,-0.103009000773,-0.098339342317,-0.093635359085,-0.088898726240,-0.084131126262,-0.079334248477,-0.074509788592,-0.069659448218,-0.064784934393,-0.059887959091,-0.054970238744,-0.050033493737,-0.045079447922,-0.040109828111,-0.035126363576,-0.030130785545,-0.025124826686,-0.020110220605,-0.015088701325,-0.010062002774,-0.005031858271
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.999835263293
