A_re,0.496420369535,0.573850316167,0.630516014485,0.669672286052,0.693039972135,0.701727381694,0.696601284745,0.678459703238,0.648119165371,0.606459805911,0.554447365246,0.493141352763,0.423694285683,0.347344821359,0.265406531993,0.179253497591,0.090303573037
A_im,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.496420369535,-0.573850316167,-0.630516014485,-0.669672286052,-0.693039972135,-0.701727381694,-0.696601284745,-0.678459703238,-0.648119165371,-0.606459805911,-0.554447365246,-0.493141352763,-0.423694285683,-0.347344821359,-0.265406531993,-0.179253497591,-0.090303573037
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.992326172232
