A_re,0.055050623012,0.065118635324,0.073810171034,0.081562328416,0.088618188095,0.095129300681,0.101197584874,0.106895391762,0.112276213456,0.117380871781,0.122241320348,0.126883096650,0.131326967375,0.135590069322,0.139686722862,0.143629025925,0.147427296763,0.151090410025,0.154626055940,0.158040943062,0.161340958898,0.164531298624,0.167616569311,0.170600875109,0.173487887482,0.176280903569,0.178982895032,0.181596549220,0.184124304073,0.186568377889,0.188930794846,0.191213407000,0.193417913327,0.195545876283,0.197598736269,0.199577824307,0.201484373200,0.203319527377,0.205084351620,0.206779838820,0.208406916887,0.209966454923,0.211459268758,0.212886125923,0.214247750123,0.215544825283,0.216777999197,0.217947886845,0.219055073400,0.220100116966,0.221083551071,0.222005886949,0.222867615619,0.223669209797,0.224411125645,0.225093804381,0.225717673754,0.226283149409,0.226790636145,0.227240529069,0.227633214671,0.227969071817,0.228248472660,0.228471783496,0.228639365550,0.228751575709,0.228808767200,0.228811290222,0.228759492536,0.228653720006,0.228494317112,0.228281627423,0.228015994035,0.227697759982,0.227327268622,0.226904863990,0.226430891132,0.225905696412,0.225329627801,0.224703035147,0.224026270422,0.223299687954,0.222523644645,0.221698500170,0.220824617161,0.219902361385,0.218932101897,0.217914211189,0.216849065331,0.215737044088,0.214578531042,0.213373913694,0.212123583560,0.210827936261,0.209487371599,0.208102293629,0.206673110727,0.205200235640,0.203684085544,0.202125082079,0.200523651396,0.198880224179,0.197195235679,0.195469125730,0.193702338766,0.191895323834,0.190048534595,0.188162429330,0.186237470932,0.184274126908,0.182272869356,0.180234174960,0.178158524967,0.176046405165,0.173898305859,0.171714721840,0.169496152355,0.167243101071,0.164956076037,0.162635589645,0.160282158581,0.157896303786,0.155478550403,0.153029427724,0.150549469142,0.148039212091,0.145499197986,0.142929972168,0.140332083839,0.137706085995,0.135052535365,0.132371992335,0.129665020889,0.126932188524,0.124174066189,0.121391228199,0.118584252166,0.115753718918,0.112900212416,0.110024319678,0.107126630693,0.104207738339,0.101268238295,0.098308728956,0.095329811346,0.092332089027,0.089316168012,0.086282656671,0.083232165638,0.080165307723,0.077082697811,0.073984952772,0.070872691363,0.067746534132,0.064607103318,0.061455022756,0.058290917775,0.055115415100,0.051929142751,0.048732729938,0.045526806968,0.042312005133,0.039088956612,0.035858294366,0.032620652038,0.029376663840,0.026126964457,0.022872188938,0.019612972588,0.016349950866,0.013083759278,0.009815033268,0.006544408112,0.003272518816
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.055050623012,-0.065118635324,-0.073810171034,-0.081562328416,-0.088618188095,-0.095129300681,-0.101197584874,-0.106895391762,-0.112276213456,-0.117380871781,-0.122241320348,-0.126883096650,-0.131326967375,-0.135590069322,-0.139686722862,-0.143629025925,-0.147427296763,-0.151090410025,-0.154626055940,-0.158040943062,-0.161340958898,-0.164531298624,-0.167616569311,-0.170600875109,-0.173487887482,-0.176280903569,-0.178982895032,-0.181596549220,-0.184124304073,-0.186568377889,-0.188930794846,-0.191213407000,-0.193417913327,-0.195545876283,-0.197598736269,-0.199577824307,-0.201484373200,-0.203319527377,-0.205084351620,-0.206779838820,-0.208406916887,-0.209966454923,-0.211459268758,-0.212886125923,-0.214247750123,-0.215544825283,-0.216777999197,-0.217947886845,-0.219055073400,-0.220100116966,-0.221083551071,-0.222005886949,-0.222867615619,-0.223669209797,-0.224411125645,-0.225093804381,-0.225717673754,-0.226283149409,-0.226790636145,-0.227240529069,-0.227633214671,-0.227969071817,-0.228248472660,-0.228471783496,-0.228639365550,-0.228751575709,-0.228808767200,-0.228811290222,-0.228759492536,-0.228653720006,-0.228494317112,-0.228281627423,-0.228015994035,-0.227697759982,-0.227327268622,-0.226904863990,-0.226430891132,-0.225905696412,-0.225329627801,-0.224703035147,-0.224026270422,-0.223299687954,-0.222523644645,-0.221698500170,-0.220824617161,-0.219902361385,-0.218932101897,-0.217914211189,-0.216849065331,-0.215737044088,-0.214578531042,-0.213373913694,-0.212123583560,-0.210827936261,-0.209487371599,-0.208102293629,-0.206673110727,-0.205200235640,-0.203684085544,-0.202125082079,-0.200523651396,-0.198880224179,-0.197195235679,-0.195469125730,-0.193702338766,-0.191895323834,-0.190048534595,-0.188162429330,-0.186237470932,-0.184274126908,-0.182272869356,-0.180234174960,-0.178158524967,-0.176046405165,-0.173898305859,-0.171714721840,-0.169496152355,-0.167243101071,-0.164956076037,-0.162635589645,-0.160282158581,-0.157896303786,-0.155478550403,-0.153029427724,-0.150549469142,-0.148039212091,-0.145499197986,-0.142929972168,-0.140332083839,-0.137706085995,-0.135052535365,-0.132371992335,-0.129665020889,-0.126932188524,-0.124174066189,-0.121391228199,-0.118584252166,-0.115753718918,-0.112900212416,-0.110024319678,-0.107126630693,-0.104207738339,-0.101268238295,-0.098308728956,-0.095329811346,-0.092332089027,-0.089316168012,-0.086282656671,-0.083232165638,-0.080165307723,-0.077082697811,-0.073984952772,-0.070872691363,-0.067746534132,-0.064607103318,-0.061455022756,-0.058290917775,-0.055115415100,-0.051929142751,-0.048732729938,-0.045526806968,-0.042312005133,-0.039088956612,-0.035858294366,-0.032620652038,-0.029376663840,-0.026126964457,-0.022872188938,-0.019612972588,-0.016349950866,-0.013083759278,-0.009815033268,-0.006544408112,-0.003272518816
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.999907168444
