A_re,0.058008276019,0.068615093376,0.077770120298,0.085933777550,0.093362057535,0.100214516598,0.106598422458,0.112589895095,0.118245189612,0.123607216570,0.128709547643,0.133578998912,0.138237364127,0.142702616554,0.146989765844,0.151111483671,0.155078570075,0.158900307404,0.162584733271,0.166138854053,0.169568814034,0.172880030933,0.176077305637,0.179164911887,0.182146670217,0.185026009383,0.187806017783,0.190489486787,0.193078947462,0.195576701906,0.197984850105,0.200305313073,0.202539852891,0.204690090131,0.206757519067,0.208743521014,0.210649376060,0.212476273425,0.214225320635,0.215897551674,0.217493934251,0.219015376291,0.220462731747,0.221836805826,0.223138359695,0.224368114718,0.225526756300,0.226614937360,0.227633281489,0.228582385823,0.229462823654,0.230275146827,0.231019887911,0.231697562207,0.232308669574,0.232853696111,0.233333115705,0.233747391450,0.234096976957,0.234382317565,0.234603851451,0.234762010667,0.234857222084,0.234889908281,0.234860488354,0.234769378677,0.234616993601,0.234403746102,0.234130048386,0.233796312447,0.233402950584,0.232950375886,0.232439002678,0.231869246933,0.231241526661,0.230556262262,0.229813876860,0.229014796606,0.228159450964,0.227248272974,0.226281699494,0.225260171421,0.224184133900,0.223054036513,0.221870333452,0.220633483679,0.219343951070,0.218002204549,0.216608718207,0.215163971408,0.213668448891,0.212122640850,0.210527043016,0.208882156720,0.207188488953,0.205446552413,0.203656865550,0.201819952594,0.199936343587,0.198006574394,0.196031186723,0.194010728123,0.191945751988,0.189836817550,0.187684489861,0.185489339784,0.183251943962,0.180972884791,0.178652750392,0.176292134568,0.173891636760,0.171451862009,0.168973420895,0.166456929489,0.163903009294,0.161312287179,0.158685395315,0.156022971108,0.153325657122,0.150594101008,0.147828955420,0.145030877939,0.142200530982,0.139338581719,0.136445701981,0.133522568166,0.130569861148,0.127588266173,0.124578472765,0.121541174619,0.118477069500,0.115386859134,0.112271249101,0.109130948723,0.105966670954,0.102779132261,0.099569052515,0.096337154867,0.093084165633,0.089810814169,0.086517832755,0.083205956463,0.079875923040,0.076528472775,0.073164348376,0.069784294840,0.066389059319,0.062979390995,0.059556040943,0.056119761999,0.052671308629,0.049211436788,0.045740903789,0.042260468163,0.038770889526,0.035272928433,0.031767346247,0.028254904997,0.024736367233,0.021212495893,0.017684054157,0.014151805307,0.010616512584,0.007078939048,0.003539847432
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.058008276019,-0.068615093376,-0.077770120298,-0.085933777550,-0.093362057535,-0.100214516598,-0.106598422458,-0.112589895095,-0.118245189612,-0.123607216570,-0.128709547643,-0.133578998912,-0.138237364127,-0.142702616554,-0.146989765844,-0.151111483671,-0.155078570075,-0.158900307404,-0.162584733271,-0.166138854053,-0.169568814034,-0.172880030933,-0.176077305637,-0.179164911887,-0.182146670217,-0.185026009383,-0.187806017783,-0.190489486787,-0.193078947462,-0.195576701906,-0.197984850105,-0.200305313073,-0.202539852891,-0.204690090131,-0.206757519067,-0.208743521014,-0.210649376060,-0.212476273425,-0.214225320635,-0.215897551674,-0.217493934251,-0.219015376291,-0.220462731747,-0.221836805826,-0.223138359695,-0.224368114718,-0.225526756300,-0.226614937360,-0.227633281489,-0.228582385823,-0.229462823654,-0.230275146827,-0.231019887911,-0.231697562207,-0.232308669574,-0.232853696111,-0.233333115705,-0.233747391450,-0.234096976957,-0.234382317565,-0.234603851451,-0.234762010667,-0.234857222084,-0.234889908281,-0.234860488354,-0.234769378677,-0.234616993601,-0.234403746102,-0.234130048386,-0.233796312447,-0.233402950584,-0.232950375886,-0.232439002678,-0.231869246933,-0.231241526661,-0.230556262262,-0.229813876860,-0.229014796606,-0.228159450964,-0.227248272974,-0.226281699494,-0.225260171421,-0.224184133900,-0.223054036513,-0.221870333452,-0.220633483679,-0.219343951070,-0.218002204549,-0.216608718207,-0.215163971408,-0.213668448891,-0.212122640850,-0.210527043016,-0.208882156720,-0.207188488953,-0.205446552413,-0.203656865550,-0.201819952594,-0.199936343587,-0.198006574394,-0.196031186723,-0.194010728123,-0.191945751988,-0.189836817550,-0.187684489861,-0.185489339784,-0.183251943962,-0.180972884791,-0.178652750392,-0.176292134568,-0.173891636760,-0.171451862009,-0.168973420895,-0.166456929489,-0.163903009294,-0.161312287179,-0.158685395315,-0.156022971108,-0.153325657122,-0.150594101008,-0.147828955420,-0.145030877939,-0.142200530982,-0.139338581719,-0.136445701981,-0.133522568166,-0.130569861148,-0.127588266173,-0.124578472765,-0.121541174619,-0.118477069500,-0.115386859134,-0.112271249101,-0.109130948723,-0.105966670954,-0.102779132261,-0.099569052515,-0.096337154867,-0.093084165633,-0.089810814169,-0.086517832755,-0.083205956463,-0.079875923040,-0.076528472775,-0.073164348376,-0.069784294840,-0.066389059319,-0.062979390995,-0.059556040943,-0.056119761999,-0.052671308629,-0.049211436788,-0.045740903789,-0.042260468163,-0.038770889526,-0.035272928433,-0.031767346247,-0.028254904997,-0.024736367233,-0.021212495893,-0.017684054157,-0.014151805307,-0.010616512584,-0.007078939048,-0.003539847432
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.999896923251
