A_re,0.075027461136,0.088727759660,0.100538404781,0.111053495203,0.120602840316,0.129391622878,0.137557484337,0.145197856278,0.152384544160,0.159172153278,0.165603263810,0.171711767370,0.177525105024,0.183065818667,0.188352656741,0.193401381309,0.198225369429,0.202836069430,0.207243352651,0.211455788479,0.215480862146,0.219325149191,0.222994456655,0.226493938441,0.229828190373,0.233001329147,0.236017058385,0.238878724269,0.241589362683,0.244151739398,0.246568384504,0.248841622066,0.250973595771,0.252966291228,0.254821555412,0.256541113696,0.258126584821,0.259579494094,0.260901285067,0.262093329888,0.263156938519,0.264093366949,0.264903824540,0.265589480604,0.266151470307,0.266590899983,0.266908851915,0.267106388653,0.267184556912,0.267144391100,0.266986916514,0.266713152230,0.266324113734,0.265820815302,0.265204272164,0.264475502467,0.263635529059,0.262685381107,0.261626095565,0.260458718509,0.259184306335,0.257803926854,0.256318660274,0.254729600088,0.253037853864,0.251244543962,0.249350808168,0.247357800253,0.245266690472,0.243078665998,0.240794931295,0.238416708441,0.235945237400,0.233381776243,0.230727601327,0.227984007432,0.225152307861,0.222233834492,0.219229937815,0.216141986912,0.212971369426,0.209719491488,0.206387777621,0.202977670616,0.199490631382,0.195928138776,0.192291689402,0.188582797397,0.184802994194,0.180953828258,0.177036864814,0.173053685548,0.169005888301,0.164895086733,0.160722909984,0.156491002311,0.152201022719,0.147854644570,0.143453555186,0.138999455433,0.134494059299,0.129939093460,0.125336296827,0.120687420097,0.115994225281,0.111258485227,0.106481983140,0.101666512082,0.096813874476,0.091925881592,0.087004353031,0.082051116205,0.077068005801,0.072056863249,0.067019536176,0.061957877863,0.056873746687,0.051769005568,0.046645521404,0.041505164506,0.036349808026,0.031181327388,0.026001599708,0.020812503214,0.015615916667,0.010413718774,0.005207787605
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.075027461136,-0.088727759660,-0.100538404781,-0.111053495203,-0.120602840316,-0.129391622878,-0.137557484337,-0.145197856278,-0.152384544160,-0.159172153278,-0.165603263810,-0.171711767370,-0.177525105024,-0.183065818667,-0.188352656741,-0.193401381309,-0.198225369429,-0.202836069430,-0.207243352651,-0.211455788479,-0.215480862146,-0.219325149191,-0.222994456655,-0.226493938441,-0.229828190373,-0.233001329147,-0.236017058385,-0.238878724269,-0.241589362683,-0.244151739398,-0.246568384504,-0.248841622066,-0.250973595771,-0.252966291228,-0.254821555412,-0.256541113696,-0.258126584821,-0.259579494094,-0.260901285067,-0.262093329888,-0.263156938519,-0.264093366949,-0.264903824540,-0.265589480604,-0.266151470307,-0.266590899983,-0.266908851915,-0.267106388653,-0.267184556912,-0.267144391100,-0.266986916514,-0.266713152230,-0.266324113734,-0.265820815302,-0.265204272164,-0.264475502467,-0.263635529059,-0.262685381107,-0.261626095566,-0.260458718509,-0.259184306335,-0.257803926854,-0.256318660275,-0.254729600088,-0.253037853864,-0.251244543962,-0.249350808168,-0.247357800253,-0.245266690472,-0.243078665998,-0.240794931295,-0.238416708441,-0.235945237400,-0.233381776243,-0.230727601327,-0.227984007432,-0.225152307861,-0.222233834492,-0.219229937815,-0.216141986912,-0.212971369426,-0.209719491488,-0.206387777621,-0.202977670616,-0.199490631382,-0.195928138776,-0.192291689402,-0.188582797397,-0.184802994194,-0.180953828258,-0.177036864814,-0.173053685548,-0.169005888301,-0.164895086733,-0.160722909984,-0.156491002311,-0.152201022719,-0.147854644570,-0.143453555186,-0.138999455433,-0.134494059299,-0.129939093460,-0.125336296827,-0.120687420097,-0.115994225281,-0.111258485227,-0.106481983140,-0.101666512082,-0.096813874476,-0.091925881592,-0.087004353031,-0.082051116205,-0.077068005801,-0.072056863249,-0.067019536176,-0.061957877863,-0.056873746687,-0.051769005568,-0.046645521404,-0.041505164506,-0.036349808026,-0.031181327388,-0.026001599708,-0.020812503214,-0.015615916667,-0.010413718774,-0.005207787605
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.999827540714
