A_re,0.912939769048,0.992469782148,0.998996389689,0.940576692869,0.825141120324,0.661925016695,0.461735219307,0.236737191260
A_im,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.912939769048,-0.992469782148,-0.998996389689,-0.940576692869,-0.825141120324,-0.661925016695,-0.461735219307,-0.236737191260
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.972926395771
