A_re,1.119018355238,1.157093960110,1.078186365436,0.899973265782,0.643575165182,0.334192872397
A_im,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-1.119018355238,-1.157093960110,-1.078186365436,-0.899973265782,-0.643575165182,-0.334192872397
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.957970462513
