A_re,0.265931861003,0.312600688738,0.351362133540,0.384191096514,0.412143070773,0.435848242082,0.455712728152,0.472014556174,0.484954658073,0.494686190301,0.501332433508,0.504998241465,0.505777635020,0.503758981477,0.499028599437,0.491673299986,0.481782186313,0.469447921246,0.454767602861,0.437843344270,0.418782625110,0.397698463195,0.374709441882,0.349939619796,0.323518343302,0.295579977686,0.266263569801,0.235712452619,0.204073800409,0.171498142026,0.138138838787,0.104151532764,0.069693570700,0.034923408393
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.265931861003,-0.312600688738,-0.351362133540,-0.384191096514,-0.412143070773,-0.435848242082,-0.455712728152,-0.472014556174,-0.484954658073,-0.494686190301,-0.501332433508,-0.504998241465,-0.505777635020,-0.503758981477,-0.499028599437,-0.491673299986,-0.481782186313,-0.469447921246,-0.454767602861,-0.437843344270,-0.418782625110,-0.397698463195,-0.374709441882,-0.349939619796,-0.323518343302,-0.295579977686,-0.266263569801,-0.235712452619,-0.204073800409,-0.171498142026,-0.138138838787,-0.104151532764,-0.069693570700,-0.034923408393
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.997823930188
