A_re,0.365929972517,0.427599423258,0.476785141362,0.516061729698,0.546775464968,0.569723799384,0.585431334136,0.594280924848,0.596582880208,0.592614265925,0.582642370540,0.566939131377,0.545790067290,0.519499686460,0.488394520306,0.452824488603,0.413163046527,0.369806413930,0.323172095294,0.273696841283,0.221834165931,0.168051509372,0.112827119924,0.056646718407
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.365929972517,-0.427599423258,-0.476785141362,-0.516061729698,-0.546775464968,-0.569723799384,-0.585431334136,-0.594280924848,-0.596582880208,-0.592614265925,-0.582642370540,-0.566939131377,-0.545790067290,-0.519499686460,-0.488394520306,-0.452824488603,-0.413163046527,-0.369806413930,-0.323172095294,-0.273696841283,-0.221834165931,-0.168051509372,-0.112827119924,-0.056646718407
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.995862140326
