A_re,-0.665501559608,-0.754402705697,-0.806698408270,-0.826650107128,-0.816939989107,-0.779893419108,-0.717945596323,-0.633828891876,-0.530633404689,-0.411800259264,-0.281074871584,-0.142434643010
A_im,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.665501559608,0.754402705697,0.806698408270,0.826650107128,0.816939989107,0.779893419108,0.717945596323,0.633828891876,0.530633404689,0.411800259264,0.281074871584,0.142434643010
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.986018112852
