A_re,0.248647201153,0.294087586039,0.333289021139,0.368223169768,0.399985586774,0.429258599153,0.456500520272,0.482036252114,0.506105635508,0.528891388930,0.550536270464,0.571154144514,0.590837406148,0.609662128493,0.627691732128,0.644979663922,0.661571393508,0.677505928343,0.692816981914,0.707533887363,0.721682321152,0.735284882845,0.748361564453,0.760930133972,0.773006451515,0.784604731940,0.795737764625,0.806417098622,0.816653199607,0.826455583703,0.835832932190,0.844793190332,0.853343652910,0.861491038588,0.869241554826,0.876600954764,0.883574587258,0.890167441033,0.896384183776,0.902229196857,0.907706606251,0.912820310156,0.917574003714,0.921971201209,0.926015256026,0.929709378651,0.933056652924,0.936060050760,0.938722445485,0.941046623952,0.943035297564,0.944691112314,0.946016657943,0.947014476304,0.947687069011,0.948036904437,0.948066424133,0.947778048705,0.947174183210,0.946257222113,0.945029553837,0.943493564947,0.941651643990,0.939506185034,0.937059590912,0.934314276210,0.931272670009,0.927937218406,0.924310386822,0.920394662124,0.916192554564,0.911706599555,0.906939359291,0.901893424226,0.896571414410,0.890975980712,0.885109805913,0.878975605699,0.872576129542,0.865914161489,0.858992520858,0.851814062847,0.844381679062,0.836698297968,0.828766885269,0.820590444217,0.812172015855,0.803514679204,0.794621551383,0.785495787679,0.776140581566,0.766559164663,0.756754806658,0.746730815175,0.736490535603,0.726037350881,0.715374681245,0.704505983933,0.693434752860,0.682164518249,0.670698846239,0.659041338450,0.647195631526,0.635165396647,0.622954339004,0.610566197259,0.598004742974,0.585273780009,0.572377143904,0.559318701238,0.546102348958,0.532732013691,0.519211651040,0.505545244852,0.491736806473,0.477790373981,0.463710011404,0.449499807920,0.435163877040,0.420706355778,0.406131403806,0.391443202587,0.376645954510,0.361743881993,0.346741226592,0.331642248082,0.316451223537,0.301172446396,0.285810225516,0.270368884221,0.254852759336,0.239266200213,0.223613567752,0.207899233412,0.192127578213,0.176302991733,0.160429871098,0.144512619965,0.128555647500,0.112563367351,0.096540196617,0.080490554808,0.064418862808,0.048329541826,0.032227012354,0.016115693113
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.248647201153,-0.294087586039,-0.333289021139,-0.368223169768,-0.399985586774,-0.429258599153,-0.456500520272,-0.482036252114,-0.506105635508,-0.528891388930,-0.550536270464,-0.571154144514,-0.590837406148,-0.609662128493,-0.627691732128,-0.644979663922,-0.661571393508,-0.677505928343,-0.692816981914,-0.707533887363,-0.721682321152,-0.735284882845,-0.748361564453,-0.760930133972,-0.773006451515,-0.784604731940,-0.795737764625,-0.806417098622,-0.816653199607,-0.826455583703,-0.835832932190,-0.844793190332,-0.853343652910,-0.861491038588,-0.869241554826,-0.876600954764,-0.883574587258,-0.890167441033,-0.896384183776,-0.902229196857,-0.907706606251,-0.912820310156,-0.917574003714,-0.921971201209,-0.926015256026,-0.929709378651,-0.933056652924,-0.936060050760,-0.938722445485,-0.941046623952,-0.943035297564,-0.944691112314,-0.946016657943,-0.947014476304,-0.947687069011,-0.948036904437,-0.948066424133,-0.947778048705,-0.947174183210,-0.946257222113,-0.945029553837,-0.943493564947,-0.941651643990,-0.939506185034,-0.937059590912,-0.934314276210,-0.931272670009,-0.927937218406,-0.924310386822,-0.920394662124,-0.916192554564,-0.911706599555,-0.906939359291,-0.901893424226,-0.896571414410,-0.890975980712,-0.885109805913,-0.878975605699,-0.872576129542,-0.865914161489,-0.858992520858,-0.851814062847,-0.844381679062,-0.836698297968,-0.828766885269,-0.820590444217,-0.812172015855,-0.803514679204,-0.794621551383,-0.785495787679,-0.776140581566,-0.766559164663,-0.756754806658,-0.746730815175,-0.736490535603,-0.726037350881,-0.715374681245,-0.704505983933,-0.693434752860,-0.682164518249,-0.670698846239,-0.659041338450,-0.647195631526,-0.635165396647,-0.622954339004,-0.610566197259,-0.598004742974,-0.585273780009,-0.572377143904,-0.559318701238,-0.546102348958,-0.532732013691,-0.519211651040,-0.505545244852,-0.491736806473,-0.477790373981,-0.463710011404,-0.449499807920,-0.435163877040,-0.420706355778,-0.406131403806,-0.391443202587,-0.376645954510,-0.361743881993,-0.346741226592,-0.331642248082,-0.316451223537,-0.301172446396,-0.285810225516,-0.270368884221,-0.254852759336,-0.239266200213,-0.223613567752,-0.207899233412,-0.192127578213,-0.176302991733,-0.160429871098,-0.144512619965,-0.128555647500,-0.112563367351,-0.096540196617,-0.080490554808,-0.064418862808,-0.048329541826,-0.032227012354,-0.016115693113
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
# constraint,norm
# norm_sq,147.000000000000
# dEdt,23.873241463784
# lambda_max,23.870110606331
