A_re,0.273460663101,0.323375932690,0.366391087790,0.404670012102,0.439413432477,0.471367948134,0.501034080329,0.528765877609,0.554824060889,0.579406726746,0.602668203431,0.624731207123,0.645694995210,0.665641017595,0.684636944223,0.702739604557,0.719997177674,0.736450853772,0.752136114906,0.767083736328,0.781320579370,0.794870226486,0.807753495162,0.819988857734,0.831592787292,0.842580044942,0.852963920099,0.862756432838,0.871968505346,0.880610108033,0.888690384698,0.896217760301,0.903200034170,0.909644460968,0.915557821299,0.920946483520,0.925816458035,0.930173445141,0.934022877320,0.937369956727,0.940219688501,0.942576910447,0.944446319525,0.945832495554,0.946739922450,0.947173007291,0.947136097460,0.946633496067,0.945669475853,0.944248291721,0.942374192046,0.940051428891,0.937284267224,0.934076993242,0.930433921887,0.926359403626,0.921857830559,0.916933641915,0.911591328999,0.905835439618,0.899670582044,0.893101428541,0.886132718504,0.878769261216,0.871015938282,0.862877705734,0.854359595855,0.845466718722,0.836204263502,0.826577499509,0.816591777040,0.806252528004,0.795565266357,0.784535588353,0.773169172629,0.761471780121,0.749449253831,0.737107518455,0.724452579864,0.711490524468,0.698227518451,0.684669806894,0.670823712785,0.656695635931,0.642292051763,0.627619510055,0.612684633547,0.597494116490,0.582054723101,0.566373285950,0.550456704266,0.534311942179,0.517946026889,0.501366046778,0.484579149455,0.467592539750,0.450413477644,0.433049276157,0.415507299179,0.397794959253,0.379919715321,0.361889070417,0.343710569327,0.325391796207,0.306940372166,0.288363952814,0.269670225779,0.250866908192,0.231961744144,0.212962502119,0.193876972394,0.174712964431,0.155478304230,0.136180831674,0.116828397854,0.097428862373,0.077990090642,0.058519951158,0.039026312772,0.019517041945
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.273460663101,-0.323375932690,-0.366391087790,-0.404670012102,-0.439413432477,-0.471367948134,-0.501034080329,-0.528765877609,-0.554824060889,-0.579406726746,-0.602668203431,-0.624731207123,-0.645694995210,-0.665641017595,-0.684636944223,-0.702739604557,-0.719997177674,-0.736450853772,-0.752136114906,-0.767083736328,-0.781320579370,-0.794870226486,-0.807753495162,-0.819988857734,-0.831592787292,-0.842580044942,-0.852963920099,-0.862756432838,-0.871968505346,-0.880610108033,-0.888690384698,-0.896217760301,-0.903200034170,-0.909644460968,-0.915557821299,-0.920946483520,-0.925816458035,-0.930173445141,-0.934022877320,-0.937369956727,-0.940219688501,-0.942576910447,-0.944446319525,-0.945832495554,-0.946739922450,-0.947173007291,-0.947136097460,-0.946633496067,-0.945669475853,-0.944248291721,-0.942374192046,-0.940051428891,-0.937284267224,-0.934076993242,-0.930433921887,-0.926359403626,-0.921857830559,-0.916933641915,-0.911591328999,-0.905835439618,-0.899670582044,-0.893101428541,-0.886132718504,-0.878769261216,-0.871015938282,-0.862877705734,-0.854359595855,-0.845466718722,-0.836204263502,-0.826577499509,-0.816591777040,-0.806252528004,-0.795565266357,-0.784535588353,-0.773169172629,-0.761471780121,-0.749449253831,-0.737107518455,-0.724452579864,-0.711490524468,-0.698227518451,-0.684669806894,-0.670823712785,-0.656695635931,-0.642292051763,-0.627619510055,-0.612684633547,-0.597494116490,-0.582054723101,-0.566373285950,-0.550456704266,-0.534311942179,-0.517946026889,-0.501366046778,-0.484579149455,-0.467592539750,-0.450413477644,-0.433049276157,-0.415507299179,-0.397794959253,-0.379919715321,-0.361889070417,-0.343710569327,-0.325391796207,-0.306940372166,-0.288363952814,-0.269670225779,-0.250866908192,-0.231961744144,-0.212962502119,-0.193876972394,-0.174712964431,-0.155478304230,-0.136180831674,-0.116828397854,-0.097428862373,-0.077990090642,-0.058519951158,-0.039026312772,-0.019517041945
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
# constraint,norm
# norm_sq,121.000000000000
# dEdt,19.650763381754
# lambda_max,19.646975958611
