A_re,0.300022278073,0.354692134718,0.401731235746,0.443506574258,0.481329052198,0.516011885173,0.548098788373,0.577973197790,0.605916531408,0.632141839058,0.656814461956,0.680065347562,0.701999977050,0.722704551150,0.742250397112,0.760697183963,0.778095317219,0.794487754936,0.809911407054,0.824398229018,0.837976087379,0.850669452767,0.862499960405,0.873486867757,0.883647431373,0.892997219635,0.901550374153,0.909319829691,0.916317500297,0.922554437729,0.928040966959,0.932786802634,0.936801149585,0.940092789915,0.942670158716,0.944541410127,0.945714475108,0.946197112120,0.945996951658,0.945121535480,0.943578351186,0.941374862767,0.938518537592,0.935016870263,0.930877403707,0.926107747812,0.920715595876,0.914708739098,0.908095079328,0.900882640231,0.893079577044,0.884694185032,0.875734906797,0.866210338512,0.856129235194,0.845500515094,0.834333263267,0.822636734406,0.810420354981,0.797693724744,0.784466617648,0.770748982218,0.756550941418,0.741882792040,0.726755003658,0.711178217168,0.695163242942,0.678721058622,0.661862806575,0.644599791028,0.626943474905,0.608905476385,0.590497565186,0.571731658609,0.552619817340,0.533174241030,0.513407263666,0.493331348743,0.472959084249,0.452303177479,0.431376449669,0.410191830491,0.388762352387,0.367101144772,0.345221428103,0.323136507828,0.300859768222,0.278404666111,0.255784724507,0.233013526141,0.210104706916,0.187071949283,0.163928975539,0.140689541071,0.117367427526,0.093976435946,0.070530379836,0.047043078212,0.023528348597
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.300022278073,-0.354692134718,-0.401731235746,-0.443506574258,-0.481329052198,-0.516011885173,-0.548098788373,-0.577973197790,-0.605916531408,-0.632141839058,-0.656814461956,-0.680065347562,-0.701999977050,-0.722704551150,-0.742250397112,-0.760697183963,-0.778095317219,-0.794487754936,-0.809911407054,-0.824398229018,-0.837976087379,-0.850669452767,-0.862499960405,-0.873486867757,-0.883647431373,-0.892997219635,-0.901550374153,-0.909319829691,-0.916317500297,-0.922554437729,-0.928040966959,-0.932786802634,-0.936801149585,-0.940092789915,-0.942670158716,-0.944541410127,-0.945714475108,-0.946197112120,-0.945996951658,-0.945121535480,-0.943578351186,-0.941374862767,-0.938518537592,-0.935016870263,-0.930877403707,-0.926107747812,-0.920715595876,-0.914708739098,-0.908095079328,-0.900882640231,-0.893079577044,-0.884694185032,-0.875734906797,-0.866210338512,-0.856129235194,-0.845500515094,-0.834333263267,-0.822636734406,-0.810420354981,-0.797693724744,-0.784466617648,-0.770748982218,-0.756550941418,-0.741882792040,-0.726755003658,-0.711178217168,-0.695163242942,-0.678721058622,-0.661862806575,-0.644599791028,-0.626943474905,-0.608905476385,-0.590497565186,-0.571731658609,-0.552619817340,-0.533174241030,-0.513407263666,-0.493331348743,-0.472959084249,-0.452303177479,-0.431376449669,-0.410191830491,-0.388762352387,-0.367101144772,-0.345221428103,-0.323136507828,-0.300859768222,-0.278404666111,-0.255784724507,-0.233013526141,-0.210104706916,-0.187071949283,-0.163928975539,-0.140689541071,-0.117367427526,-0.093976435946,-0.070530379836,-0.047043078212,-0.023528348597
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
# constraint,norm
# norm_sq,100.000000000000
# dEdt,16.240300315500
# lambda_max,16.235740534817
