A_re,0.631551133203,0.733132900572,0.810169904880,0.866898843414,0.905531653205,0.927428088057,0.933569887484,0.924783985634,0.901858010108,0.865603253719,0.816889328799,0.756662226482,0.685951929620,0.605873035967,0.517620464460,0.422461569263,0.321725564968,0.216790920726,0.109071233587
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.631551133203,-0.733132900572,-0.810169904880,-0.866898843414,-0.905531653205,-0.927428088057,-0.933569887484,-0.924783985634,-0.901858010108,-0.865603253719,-0.816889328799,-0.756662226482,-0.685951929620,-0.605873035967,-0.517620464460,-0.422461569263,-0.321725564968,-0.216790920726,-0.109071233587
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
# constraint,norm
# norm_sq,20.000000000000
# dEdt,3.248060063100
# lambda_max,3.227589696076
