A_re,0.493124923881,0.579664242781,0.651540679268,0.712416347970,0.764248479430,0.808205644823,0.845040919635,0.875269857498,0.899265052132,0.917310505847,0.929634821420,0.936432432142,0.937877683515,0.934134437516,0.925362757152,0.911723618659,0.893382248584,0.870510474217,0.843288347245,0.811905218883,0.776560391641,0.737463437631,0.694834249303,0.648902872052,0.599909156479,0.548102259909,0.493740020830,0.437088225597,0.378419783600,0.318013824719,0.256154731160,0.193131114387,0.129234746889,0.064759457706
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.493124923881,-0.579664242781,-0.651540679268,-0.712416347970,-0.764248479430,-0.808205644823,-0.845040919635,-0.875269857498,-0.899265052132,-0.917310505847,-0.929634821420,-0.936432432142,-0.937877683515,-0.934134437516,-0.925362757152,-0.911723618659,-0.893382248584,-0.870510474217,-0.843288347245,-0.811905218883,-0.776560391641,-0.737463437631,-0.694834249303,-0.648902872052,-0.599909156479,-0.548102259909,-0.493740020830,-0.437088225597,-0.378419783600,-0.318013824719,-0.256154731160,-0.193131114387,-0.129234746889,-0.064759457706
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
# constraint,norm
# norm_sq,35.000000000000
# dEdt,5.684105110425
# lambda_max,5.671736100885
