A_re,0.403072537752,0.475577223773,0.537224331292,0.591125083988,0.638979073020,0.681823877901,0.720340986338,0.755002009345,0.786146553737,0.814027124569,0.838836645537,0.860726163197,0.879816694127,0.896207415927,0.909981487943,0.921210285061,0.929956538982,0.936276708788,0.940222795900,0.941843750661,0.941186573419,0.938297183366,0.933221108184,0.926004033499,0.916692241241,0.905332958856,0.891974636197,0.876667163042,0.859462037415,0.840412492691,0.819573589878,0.797002280193,0.772757442117,0.746899896316,0.719492401274,0.690599631971,0.660288143596,0.628626321988,0.595684322231,0.561533996667,0.526248813424,0.489903766418,0.452575277693,0.414341092875,0.375280170451,0.335472565508,0.294999308527,0.253942279807,0.212384080012,0.170407897349,0.128097371844,0.085536457152,0.042809280332
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.403072537752,-0.475577223773,-0.537224331292,-0.591125083988,-0.638979073020,-0.681823877901,-0.720340986338,-0.755002009345,-0.786146553737,-0.814027124569,-0.838836645537,-0.860726163197,-0.879816694127,-0.896207415927,-0.909981487943,-0.921210285061,-0.929956538982,-0.936276708788,-0.940222795900,-0.941843750661,-0.941186573419,-0.938297183366,-0.933221108184,-0.926004033499,-0.916692241241,-0.905332958856,-0.891974636197,-0.876667163042,-0.859462037415,-0.840412492691,-0.819573589878,-0.797002280193,-0.772757442117,-0.746899896316,-0.719492401274,-0.690599631971,-0.660288143596,-0.628626321988,-0.595684322231,-0.561533996667,-0.526248813424,-0.489903766418,-0.452575277693,-0.414341092875,-0.375280170451,-0.335472565508,-0.294999308527,-0.253942279807,-0.212384080012,-0.170407897349,-0.128097371844,-0.085536457152,-0.042809280332
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
# constraint,norm
# norm_sq,54.000000000000
# dEdt,8.769762170370
# lambda_max,8.761520341237
