A_re,0.583835628413,0.681538877170,0.758895038002,0.819978368060,0.866915324795,0.900968665782,0.922977511791,0.933566204695,0.933254330111,0.922518966334,0.901831574711,0.871680370892,0.832583832996,0.785098488182,0.729822818326,0.667398416386,0.598509121256,0.523878620525,0.444266865400,0.360465551378,0.273292860287,0.183587621463,0.092203024649
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.583835628413,-0.681538877170,-0.758895038002,-0.819978368060,-0.866915324795,-0.900968665782,-0.922977511791,-0.933566204695,-0.933254330111,-0.922518966334,-0.901831574711,-0.871680370892,-0.832583832996,-0.785098488182,-0.729822818326,-0.667398416386,-0.598509121256,-0.523878620525,-0.444266865400,-0.360465551378,-0.273292860287,-0.183587621463,-0.092203024649
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
# constraint,norm
# norm_sq,24.000000000000
# dEdt,3.897672075720
# lambda_max,3.880247454642
