A_re,0.545412436381,0.638882347971,0.714717383857,0.776836112576,0.827301554899,0.867334109804,0.897723430208,0.919024458102,0.931661259818,0.935986408274,0.932316894054,0.920956718992,0.902211470047,0.876397811078,0.843849606151,0.804921718429,0.759992145769,0.709462926681,0.653760110826,0.593333000259,0.528652810849,0.460210865882,0.388516408715,0.314094104244,0.237481287056,0.159225005800,0.079878907352
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.545412436381,-0.638882347971,-0.714717383857,-0.776836112576,-0.827301554899,-0.867334109804,-0.897723430208,-0.919024458102,-0.931661259818,-0.935986408274,-0.932316894054,-0.920956718992,-0.902211470047,-0.876397811078,-0.843849606151,-0.804921718429,-0.759992145769,-0.709462926681,-0.653760110826,-0.593333000259,-0.528652810849,-0.460210865882,-0.388516408715,-0.314094104244,-0.237481287056,-0.159225005800,-0.079878907352
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
# constraint,norm
# norm_sq,28.000000000000
# dEdt,4.547284088340
# lambda_max,4.532114865371
