A_re,0.210104575400,0.247922802922,0.280097212994,0.308251298408,0.333272518673,0.355703058776,0.375899307328,0.394108084500,0.410507242945,0.425229080566,0.438374691148,0.450023197095,0.460237928354,0.469070695016,0.476564824067,0.482757368757,0.487680748405,0.491363986468,0.493833659060,0.495114630705,0.495230630991,0.494204710340,0.492059602555,0.488818014500,0.484502858082,0.479137435989,0.472745589950,0.465351818276,0.456981367978,0.447660305620,0.437415570243,0.426275011008,0.414267411744,0.401422504146,0.387770971110,0.373344441399,0.358175476673,0.342297551752,0.325745028835,0.308553126334,0.290757882872,0.272396116924,0.253505382556,0.234123921627,0.214290612833,0.194044917880,0.173426825114,0.152476790856,0.131235678709,0.109744697075,0.088045335101,0.066179297283,0.044188436915,0.022114688601
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.210104575400,-0.247922802922,-0.280097212994,-0.308251298408,-0.333272518673,-0.355703058776,-0.375899307328,-0.394108084500,-0.410507242945,-0.425229080566,-0.438374691148,-0.450023197095,-0.460237928354,-0.469070695016,-0.476564824067,-0.482757368757,-0.487680748405,-0.491363986468,-0.493833659060,-0.495114630705,-0.495230630991,-0.494204710340,-0.492059602555,-0.488818014500,-0.484502858082,-0.479137435989,-0.472745589950,-0.465351818276,-0.456981367978,-0.447660305620,-0.437415570243,-0.426275011008,-0.414267411744,-0.401422504146,-0.387770971110,-0.373344441399,-0.358175476673,-0.342297551752,-0.325745028835,-0.308553126334,-0.290757882872,-0.272396116924,-0.253505382556,-0.234123921627,-0.214290612833,-0.194044917880,-0.173426825114,-0.152476790856,-0.131235678709,-0.109744697075,-0.088045335101,-0.066179297283,-0.044188436915,-0.022114688601
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.999093207648
