A_re,0.334163071904,0.392658039772,0.441123060159,0.482030555178,0.516699424753,0.545915880022,0.570186253306,0.589857546936,0.605181467091,0.616351225648,0.623523993119,0.626835244347,0.626408256844,0.622360570381,0.614808462537,0.603870081599,0.589667641241,0.572328940107,0.551988382423,0.528787620615,0.502875905002,0.474410201823,0.443555124699,0.410482713491,0.375372086716,0.338408988152,0.299785244301,0.259698146478,0.218349769170,0.175946234768,0.132696933555,0.088813706980,0.044510001530
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.334163071904,-0.392658039772,-0.441123060159,-0.482030555178,-0.516699424753,-0.545915880022,-0.570186253306,-0.589857546936,-0.605181467091,-0.616351225648,-0.623523993119,-0.626835244347,-0.626408256844,-0.622360570381,-0.614808462537,-0.603870081599,-0.589667641241,-0.572328940107,-0.551988382423,-0.528787620615,-0.502875905002,-0.474410201823,-0.443555124699,-0.410482713491,-0.375372086716,-0.338408988152,-0.299785244301,-0.259698146478,-0.218349769170,-0.175946234768,-0.132696933555,-0.088813706980,-0.044510001530
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.997699268081
