A_re,0.577349945579,0.668912251064,0.737241440387,0.786166941377,0.817697077907,0.833090926514,0.833290967400,0.819125865204,0.791414366501,0.751020758908,0.698884028948,0.636031454410,0.563582284832,0.482744714255,0.394808094736,0.301131662841,0.203130672099,0.102260604239
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.577349945579,-0.668912251064,-0.737241440387,-0.786166941377,-0.817697077907,-0.833090926514,-0.833290967400,-0.819125865204,-0.791414366501,-0.751020758908,-0.698884028948,-0.636031454410,-0.563582284832,-0.482744714255,-0.394808094736,-0.301131662841,-0.203130672099,-0.102260604239
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.993062606920
