A_re,0.157261338786,0.185790782546,0.210238952008,0.231837126367,0.251263909100,0.268937839307,0.285136906590,0.300055725878,0.313836017732,0.326584201658,0.338382190410,0.349294341979,0.359372117479,0.368657306205,0.377184321482,0.384981874321,0.392074218862,0.398482095949,0.404223459400,0.409314042862,0.413767807796,0.417597301435,0.420813945657,0.423428272154,0.425450115398,0.426888772054,0.427753133498,0.428051796537,0.427793156339,0.426985484702,0.425636996170,0.423755903990,0.421350467501,0.418429032292,0.415000064168,0.411072177812,0.406654160879,0.401754994102,0.396383867940,0.390550196175,0.384263626831,0.377534050703,0.370371607775,0.362786691743,0.354789952827,0.346392299058,0.337604896167,0.328439166220,0.318906785093,0.309019678907,0.298790019489,0.288230218962,0.277352923507,0.266171006386,0.254697560269,0.242945888921,0.230929498299,0.218662087102,0.206157536816,0.193429901289,0.180493395882,0.167362386210,0.154051376532,0.140574997792,0.126947995361,0.113185216491,0.099301597528,0.085312150881,0.071231951797,0.057076124952,0.042859830881,0.028598252275,0.014306580164
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.157261338786,-0.185790782546,-0.210238952008,-0.231837126367,-0.251263909100,-0.268937839307,-0.285136906590,-0.300055725878,-0.313836017732,-0.326584201658,-0.338382190410,-0.349294341979,-0.359372117479,-0.368657306205,-0.377184321482,-0.384981874321,-0.392074218862,-0.398482095949,-0.404223459400,-0.409314042862,-0.413767807796,-0.417597301435,-0.420813945657,-0.423428272154,-0.425450115398,-0.426888772054,-0.427753133498,-0.428051796537,-0.427793156339,-0.426985484702,-0.425636996170,-0.423755903990,-0.421350467501,-0.418429032292,-0.415000064168,-0.411072177812,-0.406654160879,-0.401754994102,-0.396383867940,-0.390550196175,-0.384263626831,-0.377534050703,-0.370371607775,-0.362786691743,-0.354789952827,-0.346392299058,-0.337604896167,-0.328439166220,-0.318906785093,-0.309019678907,-0.298790019489,-0.288230218962,-0.277352923507,-0.266171006386,-0.254697560269,-0.242945888921,-0.230929498299,-0.218662087102,-0.206157536816,-0.193429901289,-0.180493395882,-0.167362386210,-0.154051376532,-0.140574997792,-0.126947995361,-0.113185216491,-0.099301597528,-0.085312150881,-0.071231951797,-0.057076124952,-0.042859830881,-0.028598252275,-0.014306580164
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.999492419370
