A_re,-0.872680767686,-0.982475514284,-1.040430374110,-1.052266126696,-1.021904776515,-0.953056502138,-0.849802328518,-0.716800037689,-0.559315023127,-0.383155945772,-0.194552986299
A_im,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,0.872680767686,0.982475514284,1.040430374110,1.052266126696,1.021904776515,0.953056502138,0.849802328518,0.716800037689,0.559315023127,0.383155945772,0.194552986299
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.983828601023
