A_re,1.367689100846,1.414225951245,1.317783335533,1.099967324844,0.786591868556,0.408457955152
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.367689100846,-1.414225951245,-1.317783335533,-1.099967324844,-0.786591868556,-0.408457955152
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.957970462513
