A_re,0.260836106946,0.307330089428,0.346525968971,0.380407648153,0.410049435766,0.436100935737,0.458984771673,0.478991009562,0.496327401267,0.511148327660,0.523572517934,0.533694432795,0.541591867467,0.547331194297,0.550971073866,0.552565139126,0.552163970761,0.549816570740,0.545571472286,0.539477580855,0.531584812201,0.521944574597,0.510610129333,0.497636854626,0.483082431740,0.467006967584,0.449473064771,0.430545847710,0.410292951483,0.388784478975,0.366092930631,0.342293110515,0.317462011690,0.291678683505,0.265024083016,0.237580912466,0.209433444559,0.180667337030,0.151369437949,0.121627583004,0.091530385973,0.061167023492,0.030627015160
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.260836106946,-0.307330089428,-0.346525968971,-0.380407648153,-0.410049435766,-0.436100935737,-0.458984771673,-0.478991009562,-0.496327401267,-0.511148327660,-0.523572517934,-0.533694432795,-0.541591867467,-0.547331194297,-0.550971073866,-0.552565139126,-0.552163970761,-0.549816570740,-0.545571472286,-0.539477580855,-0.531584812201,-0.521944574597,-0.510610129333,-0.497636854626,-0.483082431740,-0.467006967584,-0.449473064771,-0.430545847710,-0.410292951483,-0.388784478975,-0.366092930631,-0.342293110515,-0.317462011690,-0.291678683505,-0.265024083016,-0.237580912466,-0.209433444559,-0.180667337030,-0.151369437949,-0.121627583004,-0.091530385973,-0.061167023492,-0.030627015160
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.998600942341
