A_re,-0.941186630091,-1.050407397344,-1.098636054828,-1.092360287558,-1.036533982808,-0.936255232765,-0.797338876464,-0.626465123334,-0.431125365984,-0.219455224504
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_im,0.941186630091,1.050407397344,1.098636054828,1.092360287558,1.036533982808,0.936255232765,0.797338876464,0.626465123334,0.431125365984,0.219455224504
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.981076955650
