A_re,0.063676670535,0.075324459992,0.085381501797,0.094353551836,0.102521933604,0.110062086594,0.117092031303,0.123695578916,0.129934719050,0.135856779065,0.141498822612,0.146890486521,0.152055884391,0.157014926658,0.161784261846,0.166377963881,0.170808044472,0.175084842026,0.179217321614,0.183213309631,0.187079679710,0.190822501721,0.194447162418,0.197958464062,0.201360705731,0.204657750890,0.207853083958,0.210949857971,0.213950935002,0.216858920637,0.219676193539,0.222404930918,0.225047130598,0.227604630198,0.230079123890,0.232472177090,0.234785239381,0.237019655932,0.239176677609,0.241257469961,0.243263121236,0.245194649535,0.247053009232,0.248839096739,0.250553755700,0.252197781678,0.253771926395,0.255276901577,0.256713382449,0.258082010908,0.259383398429,0.260618128705,0.261786760076,0.262889827740,0.263927845796,0.264901309114,0.265810695058,0.266656465070,0.267439066141,0.268158932157,0.268816485158,0.269412136488,0.269946287877,0.270419332431,0.270831655558,0.271183635831,0.271475645784,0.271708052656,0.271881219085,0.271995503755,0.272051261995,0.272048846344,0.271988607075,0.271870892686,0.271696050353,0.271464426365,0.271176366517,0.270832216491,0.270432322199,0.269977030115,0.269466687576,0.268901643076,0.268282246522,0.267608849495,0.266881805476,0.266101470069,0.265268201199,0.264382359308,0.263444307530,0.262454411852,0.261413041274,0.260320567947,0.259177367306,0.257983818195,0.256740302977,0.255447207641,0.254104921898,0.252713839267,0.251274357160,0.249786876954,0.248251804055,0.246669547963,0.245040522325,0.243365144981,0.241643838011,0.239877027766,0.238065144909,0.236208624433,0.234307905691,0.232363432407,0.230375652698,0.228345019074,0.226271988452,0.224157022151,0.222000585894,0.219803149800,0.217565188376,0.215287180504,0.212969609424,0.210612962719,0.208217732289,0.205784414329,0.203313509301,0.200805521903,0.198260961039,0.195680339781,0.193064175334,0.190412988992,0.187727306103,0.185007656017,0.182254572047,0.179468591413,0.176650255199,0.173800108295,0.170918699346,0.168006580696,0.165064308329,0.162092441809,0.159091544223,0.156062182114,0.153004925419,0.149920347404,0.146809024595,0.143671536711,0.140508466594,0.137320400140,0.134107926223,0.130871636622,0.127612125950,0.124329991575,0.121025833542,0.117700254498,0.114353859612,0.110987256494,0.107601055114,0.104195867721,0.100772308759,0.097330994785,0.093872544381,0.090397578073,0.086906718242,0.083400589038,0.079879816289,0.076345027421,0.072796851360,0.069235918446,0.065662860344,0.062078309953,0.058482901312,0.054877269510,0.051262050592,0.047637881471,0.044005399829,0.040365244025,0.036718053001,0.033064466189,0.029405123416,0.025740664805,0.022071730683,0.018398961486,0.014722997659,0.011044479566,0.007364047386,0.003682341021
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.063676670535,-0.075324459992,-0.085381501797,-0.094353551836,-0.102521933604,-0.110062086594,-0.117092031303,-0.123695578916,-0.129934719050,-0.135856779065,-0.141498822612,-0.146890486521,-0.152055884391,-0.157014926658,-0.161784261846,-0.166377963881,-0.170808044472,-0.175084842026,-0.179217321614,-0.183213309631,-0.187079679710,-0.190822501721,-0.194447162418,-0.197958464062,-0.201360705731,-0.204657750890,-0.207853083958,-0.210949857971,-0.213950935002,-0.216858920637,-0.219676193539,-0.222404930918,-0.225047130598,-0.227604630198,-0.230079123890,-0.232472177090,-0.234785239381,-0.237019655932,-0.239176677609,-0.241257469961,-0.243263121236,-0.245194649535,-0.247053009232,-0.248839096739,-0.250553755700,-0.252197781678,-0.253771926395,-0.255276901577,-0.256713382449,-0.258082010908,-0.259383398429,-0.260618128705,-0.261786760076,-0.262889827740,-0.263927845796,-0.264901309114,-0.265810695058,-0.266656465070,-0.267439066141,-0.268158932157,-0.268816485158,-0.269412136488,-0.269946287877,-0.270419332431,-0.270831655558,-0.271183635831,-0.271475645784,-0.271708052656,-0.271881219085,-0.271995503755,-0.272051261995,-0.272048846344,-0.271988607075,-0.271870892686,-0.271696050353,-0.271464426365,-0.271176366517,-0.270832216491,-0.270432322199,-0.269977030115,-0.269466687576,-0.268901643076,-0.268282246522,-0.267608849495,-0.266881805476,-0.266101470069,-0.265268201199,-0.264382359308,-0.263444307530,-0.262454411852,-0.261413041274,-0.260320567947,-0.259177367306,-0.257983818195,-0.256740302977,-0.255447207641,-0.254104921898,-0.252713839267,-0.251274357160,-0.249786876954,-0.248251804055,-0.246669547963,-0.245040522325,-0.243365144981,-0.241643838011,-0.239877027767,-0.238065144909,-0.236208624433,-0.234307905691,-0.232363432407,-0.230375652698,-0.228345019074,-0.226271988452,-0.224157022151,-0.222000585894,-0.219803149800,-0.217565188376,-0.215287180504,-0.212969609424,-0.210612962719,-0.208217732289,-0.205784414329,-0.203313509301,-0.200805521903,-0.198260961039,-0.195680339781,-0.193064175334,-0.190412988992,-0.187727306103,-0.185007656017,-0.182254572047,-0.179468591413,-0.176650255199,-0.173800108295,-0.170918699346,-0.168006580696,-0.165064308329,-0.162092441809,-0.159091544223,-0.156062182114,-0.153004925419,-0.149920347404,-0.146809024595,-0.143671536711,-0.140508466594,-0.137320400140,-0.134107926223,-0.130871636622,-0.127612125950,-0.124329991575,-0.121025833542,-0.117700254498,-0.114353859612,-0.110987256494,-0.107601055114,-0.104195867721,-0.100772308759,-0.097330994785,-0.093872544381,-0.090397578073,-0.086906718242,-0.083400589038,-0.079879816289,-0.076345027421,-0.072796851360,-0.069235918446,-0.065662860344,-0.062078309953,-0.058482901312,-0.054877269510,-0.051262050592,-0.047637881471,-0.044005399829,-0.040365244025,-0.036718053001,-0.033064466189,-0.029405123416,-0.025740664805,-0.022071730683,-0.018398961486,-0.014722997659,-0.011044479566,-0.007364047386,-0.003682341021
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.999916857634
