A_re,-1.117551297580,-1.190157357318,-1.161370797489,-1.043721594489,-0.851032455429,-0.599827836849,-0.309197831758
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,1.117551297580,1.190157357318,1.161370797489,1.043721594489,0.851032455429,0.599827836849,0.309197831758
M,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.966687660934
